MF: LIHC,METH: LIHC,GE: LIHC
0.024818901,0.016916228,0.040096413
0.024972435,0.052009095,0.006862697
0.025016334,0.014803656,0.00641873
0,0.002346478,0.022972036
0,0.000365344,0.030150902
0,0.000143148,0.06892451
0,0.006940787,0.03763378
0,0.002180939,0.042652123
0.024967799,0.009035985,0.038102634
0.024992112,0.000383851,0.012367175
0.049995217,0.12410931,0.008557746
0.02484369,0.009045268,0.06451044
0,0.003298058,0.08354598
0.025040755,0.00493724,0.050698
0,0.02131359,0.07815311
0.024966404,0.027817147,0.07186317
0,0.003544105,0.050216366
0,0.000885234,0.060304884
0,0,0.021100143
0,0.003516122,0.08817439
0.049999252,0.002397828,0.07374196
0.048892945,0.05185928,0.004414874
0.049672987,0.008896474,0.030003848
0,0.008335094,0.014992921
0,0.000850182,0.023968505
0.025047755,0.000243944,0.043185577
0,0.000749427,0.038877558
0,0.007692586,0.019501533
0,0.01570143,0.031117456
0.04855865,0.010668467,0.11131123
0,0.002609408,0.023433363
0,0.003661995,0.061249044
0.07451538,0.059379686,0.16901243
0,0.01037422,0.029989865
0.024991306,0.014955858,0.031407315
0,0.06536161,0.07798669
0,0.00719948,0.086451486
0,0.07927678,0.09073406
0,0.018636264,0.054958925
0.024830906,0.005018371,0.016848799
0.02488284,0.000676098,0.012959452
0.02483243,0,0.04313863
0,0.003918824,0.000880196
0,0.001960908,0.077340424
0,0,0.028313307
0,0.007520191,0.05455403
0.04865916,0.019261176,0.13707101
0.024668008,0.03693071,0.15258436
0,0.067986995,0.036870915
0,0.12994589,0.23411193
0,0.005916267,0.04613261
0,0.023672635,0.03113096
0,0.00100669,0.00320681
0,0.004475347,0.04639435
0,0.004745032,0.050121877
0.07187962,0.001356675,0.041841205
0,0.028299127,0.06702699
0,0,0.22552224
0,0.027435765,0.020076297
0,0,0.1184951
0.02484328,0.24899818,0.03944345
0,0.00956553,0.014471387
0,0.001299606,0.048081905
0.024912633,0.13499372,0.050378527
0,0.009132067,0.05517329
0.024910511,0.065821715,0.08552119
0,0.011348543,0.06776263
0.024991853,0,0.076818995
0.049979303,0.013246571,0.0371227
0,0,0.025486315
0.024838245,0.008730375,0.024282591
0.025038864,0.001658237,0.010144882
0,0.20911959,0.11358193
0,0.24768639,0.067100435
0.025008151,0.007056788,0.05197015
0,0.000794576,0.058178667
0,0.004602298,0.05178764
0,0.015298394,0.04822798
0,0.030910859,0.013054961
0,0.26275015,0.039860543
0.07509535,0.073340625,0.07077898
0,0.032604974,0.07191282
0,0.002216663,0.1043897
0,0.06735514,0.15043576
0,0.006351544,0.07549912
0.049234003,0,0.01270003
0,0.018512165,0.041716773
0,0.12979026,0.021744462
0,0.000357719,0.06107739
0,0.023200054,0.04054112
0,0.18003318,0.00333807
0,0.008058109,0.0156692
0.050071046,0.053226143,0.025951633
0.097817495,0,0.05370501
0,0.014963661,0.04802128
0,0.003877294,0.014029333
0.024949677,0.110378064,0.009003289
0.024915889,0.004303413,0.009887285
0.025040926,4.57E-05,0.016593093
0,0.02314653,0.014190387
0,0.004545347,0.061065797
0.09894159,0.5288909,0.17968717
0,0.002245647,0.07812574
0.04995317,0.12362125,0.06851011
0.02491673,0.008839334,0.048242375
0.020786168,0,0.103847474
0.024902588,0.2503021,0.01604762
0,0.016995424,0.025227573
0,0.002182922,0.09222146
0,0.07910809,0.111392856
0,0.006411634,0.08016244
0,0.14435305,0.028342342
0,0.6140267,0.100908905
0.048407473,0.22629185,0.059550814
0.024965947,0.001832778,0.18170328
0.05006689,0,0
0,0.03981504,0.07030188
0,0.056491423,0.043559916
0,0.003746931,0.049395878
0,0.006872188,0.041224945
0,0.030854722,0
0,0.013936684,0.012803106
0.025039412,0.103429094,0.026872694
0,0.12201042,0.088185504
0,0.010365593,0.029531451
0.024451878,0.030259151,0.07317629
0,0.005959778,0.031617828
0.050090436,0.039063554,0.011656987
0,0.010294094,0.030629365
0.025052916,0.003146544,0.012387455
0,0.04547406,0.04120568
0,0.015485874,0.05218163
0,0.001672096,0.0490622
0,0.00915714,0.019315181
0,0.009761109,0.004739841
0.04892636,0,0.011249984
0,0.00581045,0.0900282
0.025045147,0.022049237,0.009736305
0,0.00470064,0.038576357
0,0.003612241,0.005654999
0,0.11963693,0.15724152
0,0.085556395,0.1844757
0.050123125,0.15504143,0.14575389
0,0.13836528,0.22458455
0.024792654,0.04621941,0.030669615
0.07386975,0.008953311,0.011820151
0.024898203,0.005337216,0.09050438
0.024882646,0.001910805,0.04418119
0,0.013409348,0.100036405
0.025048522,0.00072896,1.73E-05
0,0.44323048,0
0,0.112827115,0.04514251
0,0.002713492,0.001361008
0,0.044711143,0.02718105
0,0,0.03441009
0.05004311,0.003416705,0.006747757
0,0.004390643,0.01002665
0,0.34968242,0.08550533
0,0.023750681,0.023550931
0,0.07248314,0.035125628
0,0.00483979,0.09263797
0.025013557,0.00011136,0.030955551
0,0.06532947,0.09039863
0,0.25312397,0.012537086
0,0.001257801,0.046992004
0,0.030822193,0.12982696
0.024778314,0.009902933,0.24091159
0,0.005520084,0.009975668
0,0.029533347,0.11349803
0.024938785,0.002268869,0.08130534
0,0,0.1559586
0.049921837,0.05807866,0.022988763
0,0,0.07666134
0,0.010619358,0.067748584
0,0.36842537,0.020751048
0,0.007261441,0.05176983
0,0.027733184,0.1477836
0,0.15578777,0.23217699
0,0.11328883,0.08684392
0,0.008846386,0.004283876
0,0.016301865,0.037071332
0,0.010305615,0.051600028
0,0.005108671,0.16151506
0,0.07244578,0.001257382
0.02504926,0.000647725,0.003045138
0,0.007718626,0.003123481
0.02503863,0.20338617,0.16866845
0,0.001865346,0.015810385
0.024893485,0.5177854,0.08569727
0.024976946,0.003288113,0.004851249
0,0.033237323,0.016908718
0.025065646,0.06995008,0.07728202
0,0.000571816,0.014417389
0.049483985,0.007234965,0.0672976
0,0.00727234,0.15516007
0,0.027475467,0.051067133
0,0.03326464,0.10962571
0.0751613,0.25102255,0
0,0.001583956,0.024033966
0,0.001464601,0.052250344
0.07476946,0.006884911,0.014580246
0,0.031100094,0.07677701
0,0.09402632,0.09938553
0,0,0
0,0.25272304,0.09100699
0.02501352,0.55165964,0.20241416
0,0.007329382,0.007122137
0.099827476,0.00648881,0.037143786
0.049864586,0.010858894,0.033592287
0,0.007118826,0.052722085
0,0.000356981,0.019021193
0.024960345,0.10143198,0.03657374
0.12449096,0,0.043663237
0.39783457,0.16053997,0.08143522
0,0,0.072257444
0,0.002522799,0.030567339
0,0.032466337,0.12540407
0,0.01798767,0.04170886
0,0,0.09629534
0.049848042,0.000864625,0.06278709
0,0.026102938,0.046705242
0.024548529,0.022211451,0.032941032
0,0,0.055273995
0,0.006158229,0.07218801
0.024933673,0.51105726,0.038217332
0,0.004212134,0.043151166
0,0.056523256,0.12579623
0,0.002608016,0.003482844
0,0.08426936,0.059902426
0,0.15836304,0.02506009
0,0.001999638,0.048059095
0,0.003798425,0.006495075
0,0.018547878,0.004834961
0,0.08028093,0.077204905
0,0.002315767,0.011724294
0,0.030324023,0.014390575
0,0.001482721,0.023111839
0.049740277,0.003107906,0.052512605
0,0.008737861,0.049175918
0.024902506,0.021837411,0.001501283
0,0.009241428,0.040589966
0.048579182,0.004753875,0.04045144
0,0.02399103,0.063779205
0,0.122533016,0.2861868
0,0.004704283,0.086060576
0.024991471,0.08864474,0.033784658
0,0.007295737,0.012969285
0,0.14843659,0.06630353
0.02492783,0.043306578,0.028899089
0,0.05373291,0.06502601
0,0.006729594,0.048346877
0,0.2691773,0.175122
0,0.3401846,0.031448882
0,0.023816101,0.053460915
0,0.004609927,0.10313994
0,0.21607211,0.011193743
0,0.07332381,0.13419744
0.10014747,0.07816168,0.13674724
0,0.004833796,0.035734717
0.025045715,0.11329491,0.037900493
0.07505109,0.007680024,0.045692284
0,0.005313493,0.1665014
0,0.33036575,0.7995839
0.025020622,0.13614322,0.007006675
0.07371194,0.002376295,0.006388368
0,0.00621007,0.03967018
0,0.010178506,0.042058993
0.02505755,0.003804553,0.05024901
0,0.002376939,0.055130553
0,0.13174783,0.1929896
0,0.12416809,0.029130422
0.05006247,0.04708735,0
0,0.3248264,0.034182087
0,0.05470881,0.028151011
0.025043158,0.022850417,0.021908944
0.024993831,0.00262537,0.028208673
0,0.5818488,0.27879602
0.025074337,0.5085687,0.07752012
0,0.214364,0.060512595
0,0.018389957,0.06624203
0.04896628,0.005425496,0.2657195
0.025017275,0.022970393,0.051811837
0.024943335,0.0354874,0.032833792
0,0.08854371,0.03776606
0,0.09918835,0.086770035
0,0.013688588,0.021053733
0,0.22406325,0.15174226
0,0,0.011555136
0.024898145,0.04486528,0.100372545
0.05011484,0.59829473,0
0,0.002976804,0.08781616
0.050079934,0.09331574,0.002529478
0.098391294,0.12827335,0.16795117
0,0.002203911,0.030423366
0,0.002255245,0.06026644
0,0.023617283,0.14234018
0,0.06754286,0.04362661
0.024965843,0.3522792,0
0,0.6098628,0.06895077
0.04975788,8.70E-05,0.036672704
0,0.015397633,0.015068895
0.124508195,0.00854382,0.04938638
0.024829062,0.01968203,0.04987394
0,0,0.023600852
0,0.003563879,0.11836584
0,0.13368066,0.01474662
0.07416915,0.24630056,0.033759434
0,0.003740572,0.2430042
0.02494459,0.07206113,0.2049545
0,0.008743037,0.031465758
0,0,0.00394397
0,0,0
0.07467966,0.12108952,0.029218541
0,0.014415471,0.03618259
0,0.042526823,0.07892989
0.04997346,0.5136668,0.14052624
0,0.014939924,0.017917585
0,0.001320328,0.040570993
0,0.060384613,0.035944145
0,0.004308987,0.033491675
0,0.001744479,0.057241328
0,0.002682783,0.03164818
0.024909021,0.06644302,0.0690706
0.024269197,0.002552189,0.01647624
0.02498169,0.16201988,0
0,0.06270332,0.006495075
0.024992429,0.005585224,0.007241139
0,0.116331235,0.011347265
0,0.11659215,0.001950609
0.07393966,0.001314531,0.003240326
0,0.14303775,0.11060625
0.024974454,0.18196225,0.043099437
0.07484769,0.060617063,0.046136018
0,0.020917615,0.0857576
0,0.00166669,0.20100088
0,0.06413405,0.072553225
0,0.02117837,0.033518504
0.04985443,0.10312704,0.048959564
0,0.03611058,0.031318333
0,0.014212982,0.2025988
0.050024476,0.009917324,0.06275637
0.025047742,0.005622107,0.042168386
0,0,0.071689606
0,0.27380264,0.083701424
0,0.001580612,0.007022053
0.025036143,0.002850771,0.08057992
0.025018869,0.0543664,0.023031002
0,0,0.10972522
0,0,0.038269494
0.025037387,0.010806786,0.03467129
0.025029566,0.018600756,0.06871862
0.024970304,0.005572773,0.012993235
0,0.011484547,0.033034425
0,0.000572013,0.02518226
0.14774151,0.12988429,0.013240922
0,0.000386518,0.08238139
0.050047684,0.02129841,0.037131704
0,0.001191383,0.061250836
0,0.048061334,0.26768488
0.024758952,0.12978761,0.03390672
0,0.017834265,0.08787162
0.14944091,0.05562306,0.068235174
0,0.09323695,0.03352074
0.024649546,0.053178564,0.015012677
0,0.1873663,0.061980832
0,0,0.016036471
0,0,0.003999447
0,0.002082503,0.00194203
0.074710175,0.07077389,0.0449535
0.049844317,0.25577775,0.1487646
0.025055619,0.16844368,0.08028481
0,0.013408081,0.03806814
0.04966208,0.005078143,0.064260565
0.049515434,0.008895054,0.07771318
0.072591454,0.013782078,0.043991107
0,0.004826269,0.023746815
0,0,0.5184613
0,0,0
0.024962729,0.011758637,0.030474305
0.024964556,0.001973644,0.086104825
0,0.012022098,0.004584848
0.024681414,0.022718443,0.030747147
0,0.079376,0.07076648
0,0.34899005,0.14771931
0.02502147,0.13166519,0.08799474
0,0.02294543,0.024473265
0,0.00479041,0.048617125
0.049665008,0.006472144,0.048045352
0.024980608,0.040207416,0.006606413
0.024876898,0.010217425,0.045113705
0.024844607,0.023757448,0.011774434
0.04952195,0.03521663,0.06887124
0,0.063689254,0.047798432
0.02482695,0.13032188,0.008887312
0.025026657,0.00818349,0.07214814
0.025016092,0.004442928,0.051215623
0,0.003532739,0.05006149
0.025045631,0.5868221,0.15043171
0,0.23366247,0.02281008
0.099725984,0.19163111,0.14373937
0,0.008783237,0.07179523
0,0.43977138,0.11905036
0.024814246,0.031005053,0.059080992
0,0,0
0,0.003980588,0.04873054
0,0.17739497,0.03514587
0.04984669,0.003404282,0.009187298
0,0,0
0,0.084211566,0.05922238
0,0.31127998,0.15489252
0.05009508,0.00399582,0.07593624
0.02496793,0.002266281,0.002360482
0,0.006696855,0.02021726
0,0.28335395,0
0,0,0
0.02428764,0.012581591,0.014097598
0.024944603,0.008154051,0.013680367
0.02491066,0.003208024,0.06469714
0.022764066,0.003674657,0.037109513
0,0.010978612,0.014486996
0,0.002670762,0.021705799
0,0,0.034003403
0.024754189,0.15417285,0.09938894
0,0.08391604,0.13873324
0,0.04110468,0.039681863
0.14794609,0.037864387,0.07920987
0.024665251,0.002469224,0.06886135
0,0.014425437,0.11046386
0.02506789,0.07109318,0.08192814
0,0.029226415,0
0.024928322,0.007167242,0.15077662
0,0.03935922,0.03830484
0,0.06977623,0.14694643
0,0.00475633,0.22926632
0.025004802,0.009495862,0.047695037
0,0.08287658,0.07574489
0.05005552,0.43192214,0
0,0.11246887,0.074951
0.025028244,0.1445668,0.2490954
0.07449821,0.004982268,0.005834853
0.025058081,0.002910527,0.017077243
0.12489828,0.42343187,0
0,0.007516939,0.02158006
0,0.004092414,0.04358295
0,0.032243233,0.10183027
0,0.032027353,0.07120626
0.02426193,0.013038977,0.007161366
0.04917318,0.000231048,0.006232897
0,0.005553524,0.113015376
0.024994254,0.003336668,0.08838206
0,0.0367674,0.0530775
0.050096165,0.044005126,0.04039483
0,0.4017117,0.01524589
0,0.09177263,0.037389744
0,0.15228267,0.08964445
0,0.37437612,0.20280147
0.0730851,0.17691968,0.10182746
0.049816962,0.021849575,0.025035998
0.025048155,0.019081518,0.062085725
0,0.028231038,0.08283254
0,0.004005429,0.058243528
0.025029141,0.008112701,0.048191633
0,0.19222769,0.006134783
0,0.00485693,0.057277363
0,0.00381467,0.014283243
0.024332965,0.0060389,0.026568156
0.025071044,0.54150766,0.22180054
0,0.123397134,0.41035283
0,0.031512,0
0.04909441,0.003595304,0.08264992
0,0.012586293,0.002499865
0.024876488,0.005702376,0.07412938
0,0.004511763,0.036226068
0,0.034397863,0.04505049
0,0.037425246,0.09482668
0.025008328,0,0.05168574
0,0.13966814,0.052777324
0.025048338,0.8003316,0
0,0.000334356,0.027087364
0,0.029027002,0.20515357
0.024968738,0.00368192,0.007207878
0,0.035046536,0.012104832
0,0.000132199,0.081800595
0.0250428,0.1269539,0.03496147
0,0.009998889,0.028991582
0.07513711,0.106927045,0.09324471
0.02503896,0.005020464,0.000733357
0,0.005386132,0.02366774
0,0.13564566,0.012518432
0,0.0272742,0.043721095
0,0.004858903,0.069786176
0.024833528,0.002021215,0.04842358
0,0.001512029,0.020754097
0,0.004050517,0.053916022
0,0.04244469,0.007593077
0,0.038679868,0.07101213
0,0.000984674,0.06521126
0,0.006388111,0.044610847
0,0.055479147,0.04593164
0.025049651,0.00480435,0.06122784
0,0.08886294,0.055748988
0,0.17347428,0.073512904
0,0.3138267,0.00758737
0.0500477,0.010138554,0.090391904
0,0.031181624,0.044609603
0,0.002620805,0.07561748
0.02425655,0.061163142,0.058778834
0,0.10421519,0.011225244
0,0.20059332,0.012841125
0,0.01739823,0.07484267
0.07339731,0.27686197,0.037039667
0,0.055888113,0.023071786
0,0.037174154,0.056900714
0,0.027791163,0.001904545
0.050019827,0.2999713,0.009988828
0,0.005409217,0.005812215
0,0.5257428,0
0,0.006673805,0.061607484
0,0.004669815,0.0409899
0,0.012746032,0.03645466
0,0.003947248,0.08740387
0.02483294,0.064405896,0.104096524
0,0.10738821,0.06657732
0,0.010770806,0.09403901
0,0.009314464,0.010766147
0.07405686,0.00420277,0.013434252
0,0.01467407,0.051028017
0.025009932,0.08866181,0.00989388
0,0.045345288,0.015537888
0.025033189,0.021790983,0.10447557
0,0.16529293,0.07243025
0,0.004492403,0.004473863
0,0.23862089,0.012587074
0.025036853,0.022735644,0.038799774
0,0,0.07982497
0,0.025671689,0.028416907
0.049874153,0.044586044,0.33022645
0,0.1451949,0.067154825
0,0.003573756,0
0.024924371,0.16174601,0.22747749
0.024991537,0.000560483,0.00502274
0.024991464,0,0.041807752
0,0.059414174,0.15535675
0,0.041297287,0.020591734
0.025049217,0.008256814,0.08172978
0,0.23076148,0.081187576
0,0.00540499,0.049063664
0.07502876,0.010808796,0.003524745
0,0.001717971,0.011624218
0.124813326,0.34047547,0.54663825
0,0.004025057,0.042530395
0,0,0
0,0.003570253,0.056120638
0.025043549,0.005064163,0.001420865
0,0.017371265,0.04699546
0,0.006215074,0.0794761
0,0.030747289,0.12450266
0,0.040012687,0.056768335
0,0.004112267,0.018581588
0.02455699,0.003796218,0.05517149
0,0.001581412,0.038482137
0,0.025429504,0.06409003
0,0.07760355,0.02385867
0,0.031950194,0.046094596
0,0.027187532,0.07411769
0,0.00585359,0.04118438
0.0995304,0.046970785,0.14440824
0.07474891,0.36791807,0.096355215
0,0.001925968,0.02525964
0,0,0.24348825
0.024999034,0.02786691,0.048765935
0,0.005396416,0.004192882
0,0.087433614,0.019079728
0,0.026853094,0.05483484
0,0.000811871,0.06618871
0.024919959,0.028664,0.063848846
0,0.10105642,0.11607461
0,0.007865814,0
0,0.1294031,0.06352684
0,0.026451249,0.17251551
0,0.0814529,0.037184134
0.024983376,0.002760901,0.002827009
0,0.13717377,0.11456629
0,0.003216752,0.19508223
0.049975216,0.007583013,0.06833159
0,0.013103098,0.12367432
0.04965435,0.015220021,0.022027008
0.025050199,0.004130451,0.032087103
0,0.0123722,0.04704332
0,0.5577959,0
0.024644831,0.001042538,0.073206425
0.024782019,0.072345294,0.06750826
0,0.000602377,0.01609533
0.02500345,0.036669873,0.027038433
0.02474666,0.12640055,0.04543731
0,0.011160024,0
0.024735358,0.007117569,0.054125216
0,0.03891566,0.08186065
0.07139315,0.48475575,0.036449682
0,0.02304484,0.037784547
0,0.00860672,0.04595881
0,0.13275118,0.12542662
0.024882084,0.05495306,0.13632627
0.024773497,0.017518573,0.1105998
0.02470008,0.001325926,0.091714084
0,0.010473497,0.001933598
0.04980255,0.000982411,0.051332843
0,0.014255638,0.211492
0,0.30007163,0.20177063
0,0.018091334,0.008970792
0,0.033979718,0.13880534
0.024979452,0.000993042,0.039039984
0.02487302,0.00043263,0.004159455
0,0.06599372,0.07878341
0,0.051351905,0.033683684
0,0.021912659,0.029173067
0.024697315,0.00371494,0.02955847
0,0.008899776,0.030870434
0,0,0.002921411
0,0.004442356,0.007306336
0.024958216,0.00450153,0.054593913
0.0500011,0.0338415,0.015797162
0,0,0
0.048958987,0,0.036392104
0.024991475,0,0.034155328
0,0.002088897,0.046458744
0,0.008676894,0.06080329
0.02467285,0.000430942,0.061950497
0,0.001941878,0.07717787
0,0.086063445,0.046156343
0.07482897,0,0.026667021
0.048743762,0.001786609,0.04400812
0,0.25399724,0
0.0247781,0.05286338,0.015359313
0.025061734,0.19109763,0
0.024869619,0.002687354,0.0551263
0,0.053360194,0.065270945
0.025045244,0.008683822,0.021246059
0,0.11957506,0.1139722
0,0.05951301,0.17591822
0,0,0.04887728
0.12443622,0.17512639,0.04396266
0,0.000467875,0.04018019
0,0.064075604,0.037494674
0,0.055120938,0.16562603
0,0.094766095,0.046958894
0.025030015,0.006463007,0.057835
0,0.003884144,0.004102393
0.02493921,0.00880766,0.010967691
0.025050545,0.6396984,0
0,0.008651685,0.035376307
0,0.005416407,0.06351354
0,0.002617847,0.09259883
0,0.001942647,0.006894441
0.02498154,0.20334628,0.004887341
0,0.003585961,0.026094504
0,2.05E-05,0.06955751
0,0.1599802,0.06453284
0,0.044564266,0.037138227
0,0.01599162,0.02900473
0.024526479,0.02988216,0.01574359
0.04809104,0.12764919,0.007482678
0,0.2411632,0.12629676
0,0.005712823,0.012055833
0,0.004454602,0.108062275
0.02500878,0.003109948,0.01524589
0.024946267,0.048793226,0.046820465
0,0.05298737,0.06663584
0,0,0.053232692
0,0.005346105,0.049006205
0.075041294,0.0100566,0.13178498
0.024951726,0.62149787,0.10820172
0,0.015382569,0.036374733
0.0744849,0.007108003,0.10522971
0,0.008874106,0.056512963
0.04981175,0.085596636,0.056642443
0,0.006666992,0.032750286
0,0.07727286,0.08237652
0.0250059,0.001412017,0.050621852
0,0.20154576,0.09482585
0,0.002349957,0.09371682
0,0.008515013,0.029506259
0,0.010993121,0.068088844
0,0.4658222,0.28437608
0.024972292,0.005103674,0.052716557
0,0.07843752,0.015090208
0.049620368,0.06669957,0.045612052
0,0.002533025,0.001141164
0.024724703,0.001840283,0.03551739
0,0.005937525,0.048914064
0,0.007295432,0.048971962
0.41029498,0.7088011,0.122384064
0,0.007816066,0.03917443
0.024858316,0.042496216,0.10551409
0.024429765,0.000762363,0.021527
0,0.005189679,0.03517631
0,0.013698088,0.08635971
0,0.003878079,0.08086186
0,0.20717168,0.19349018
0.04948617,0.07449541,0.102774255
0.123837,0.014618749,0.00090781
0.025051229,0.23095375,0
0.025024682,0.007225554,0.06999545
0,0.003843895,0.020751048
0.05004855,0.003911583,0.036369268
0,0.03412499,0.04824179
0.049238402,0.023884745,0.013427773
0,0.061054833,0
0,0.35340795,0.035086337
0,0.000162502,0.023098053
0,0.001014554,0.018931627
0,0.00610684,0.01909045
0.049702078,0,0.031261902
0.02506464,0.46981797,0.000448212
0,0.1057552,0.05607545
0.04950043,0.00953958,0.082979046
0,0.27190566,0
0,0.027704678,0.05929166
0,0.001750662,0.019074429
0.024820298,0.21074645,0.040167723
0.024930501,0.000765096,0.02143776
0,0.04604568,0.02196947
0,0.001173488,0.12685601
0,0.000837701,0.037990388
0.024930935,0.000358726,0.007167359
0,0.034591608,0.017891513
0.025010068,0,0.003369508
0.024962982,0.11912003,0.18442787
0,0.0325819,0.027131546
0,0,0.04308181
0.024902938,0.012933657,0.0668241
0.02502943,0.005549554,0.04687965
0,0.13273995,0.023926666
0.024995103,0.2909136,0.053613488
0.02489837,0.003338015,0.06179781
0.024826862,0,0.009600168
0,0,0.049216513
0,0.000341608,0.049936015
0.024840415,0,0.009036909
0.05006637,0.627263,0
0,0.01016152,0.033387475
0.02492036,0.025979904,0.08625371
0.024996394,0.005689467,0.08287338
0.02505463,0.5512444,0.034182087
0,0,0
0,0,0
0,0.087267846,0.096881606
0.02502773,0.002129964,0.028969336
0,0.005044926,0.041337732
0.024802417,0.14219986,0.07329187
0,0.32516077,0.15569472
0,0.022104768,0.050904095
0.024990536,0.021968987,0.007384314
0.099952884,0,0.03348385
0.04916522,0.012132386,0.0561937
0,0.11532056,0.020791829
0,0.010765479,0
0.02461355,0.001060983,0.001964048
0,0.26199082,0.07748565
0,0.13628003,0.047543507
0,0.001189151,0.03890015
0.02506506,0.02073713,0.020502998
0.04975043,0.001922604,0.056370325
0,0.007681065,0.009698202
0.024020545,0.001795497,0.11868948
0.024986692,0.006141618,0.029085223
0,0.04741421,0.038045432
0.049975164,0.00104026,0.06277758
0,0.20144768,0.19988437
0,0.47043848,0.00377862
0,0.7118603,0.07434854
0,0.050491787,0.036082998
0,0.023119956,0.046169993
0,0.18761414,0.03892388
0,0.009073349,0.06118252
0,0.24973758,0.07059712
0.050047357,0.17058845,0.041667122
0,0.003622675,0.00391338
0,0.005184218,0.08474598
0,0.004776499,0.02434515
0.024833342,0.05089071,0.06565606
0,0.015922721,0.007107953
0.025022563,0.22282374,0.31201583
0,0.000662375,0.050531242
0,0.001560599,0.006824276
0,0.028257,0.07131491
0.024781777,0.12483659,0.06721917
0,0.015933663,0.008134468
0.024877489,0.007252652,0.052082505
0.024974782,0.008689486,0.010534666
0.02495961,0.5196176,0.041078683
0.02492915,0.05383441,0.06914131
0.02502198,0.18625498,0.11179888
0.0747201,0.002145662,0.07832166
0.049259894,0.039622135,0.15143827
0,0.030174255,0.09588016
0.023563154,0,0
0.05010536,0.09645898,0.10267224
0,0.37183708,0
0,0.002636441,0.03220854
0,0.012018362,0.0402222
0,0.07203337,0.05152483
0,0.030673936,0.09479335
0.02494199,0.001457049,0.046767246
0.024958495,0.004578709,0.005408685
0,0.003637101,0.29630774
0,0.006124035,0.002714771
0.025009748,0.114919834,0.081181996
0.074765675,0.007394011,0.028791055
0,0.001447477,0.037132937
0,0.001072315,0.053675324
0,0.11281998,0.31696883
0.04995662,0.044370346,0.031075738
0,0,0.04211933
0.04989735,0.02241453,0.1121648
0.025037436,0.003667215,0.05115404
0,0.018246112,0.024243582
0,0.003138588,0.036947794
0.05005421,0.18328895,0.19852626
0,0.37259132,0.193135
0.025050938,0.07052492,0.08740208
0,0.07380776,0.014212286
0.02489794,0,0.19114834
0,0.06771777,0.029853474
0.025035229,0.008903687,0.015020758
0.024849717,0.003656618,0.09033282
0.02506716,0.76278055,0
0,0.002694283,0.06236316
0,0.002421009,0.040627062
0,0.008070068,0.017664656
0,0.037282396,0.07864723
0.024992043,0.012966211,0.006413909
0,0.38981837,0.09638163
0,0.040344168,0.001301815
0.0492801,0.00297513,0.13938098
0,0.020427596,0.002122669
0,0.002650091,0.067673996
0.024749814,0.03321467,0.0802978
0.024637805,0.006381405,0.35355532
0,0.073498674,0.0977537
0.024856362,0,0.06635241
0.07470175,0.16317509,0
0,0.014047635,0.011660907
0.025028657,0.10699594,0.044598635
0,0.03957222,0.072665386
0.024977202,0.008743171,0.037279766
0,0.07055527,0.050086007
0.025039086,0.09806121,0.0744156
0,0.030934967,0.005687394
0,0.003849384,0.014185384
0.02486119,0.10215674,0.08066779
0.024848096,0.03676909,0.07747771
0,0.00158355,0.12713856
0.049735084,0.039012555,0.029846627
0.07457359,0.07349481,0.08796724
0,0.38216332,0.08578586
0,0.021166535,0.13444571
0.02499198,0.014316123,0.009660492
0,0.14975508,0.09612828
0.02496394,0.057595424,0.08029197
0.050027583,0.114340626,0.006556017
0.0248589,0.002681702,0.015547838
0,0.46749428,0.1153175
0,0.013456141,0.096275404
0.049821977,0.2616153,0.1245926
0,0.07627819,0.007981672
0,0.64433295,0.039416693
0.024930382,0.009172118,0.019596703
0.025015619,0.049821198,0.087438166
0.04879938,0.003679051,0.001822773
0,0.15389064,0.064491555
0,0.003168524,0.025103075
0.024791308,0.007707018,0.042040747
0.02499922,0.11224827,0.046108417
0,0.031158578,0.010993514
0,0.008728804,0.007012817
0.024836792,0,0.060479727
0.04776236,0.002003825,0.031889934
0,0.04206609,0.024341702
0.024862079,0.14038202,0.16745786
0,0.005637051,0.036349885
0,0.004697982,0.001040542
0,0.000525619,0.045700867
0,0.285485,0
0.025046742,0.004142384,0.022479353
0,0.001077373,0.024688873
0.04941653,0.016441608,0.05296829
0,0.12078577,0.11667309
0,0.0036336,0.014394527
0.05009222,0.00385621,0.011261324
0.024995076,0.015349291,0.018538628
0,0.06582323,0.10247458
0,0.004272301,0.011688252
0.024655828,0.060771845,0.009771369
0,0.036837004,0.058783494
0,0.09532577,0.00274344
0,0.049475286,0.032200754
0,0.000560693,0.007177454
0,0.001807595,0.023129238
0.050118975,0.09566613,0.002773925
0,0.017457617,0.04009129
0,0,0.10768599
0.02503282,0.3852481,0.09319157
0,0,0.09290008
0,0.19525997,0.082375534
0,0,0
0,0.068298526,0.08128692
0,0.008381747,0.05886464
0.025032151,0.003173467,0.07020993
0,0.005258014,0.013048169
0.025019504,0.00066228,0.023533158
0.02486028,0.000217894,0.010674325
0,0.07131262,0.026954655
0,0.043113098,0.04412498
0,0.013405188,0.0679635
0,0.001146663,0.015733335
0.04997221,0.005001943,0.09497641
0.023875967,0.04010865,0.07773083
0,0.019559704,0.10609768
0,0.01327154,0.048226543
0,0.002533851,0.023916222
0,0.034202725,0.022440886
0,0.12593117,0.08890626
0.025020577,0.005938698,0.12953137
0,0.03373856,0.0178332
0,0,0.011962364
0,0.04004401,0.120148264
