MF: LUAD,METH: LUAD,GE: LUAD
0.020034358,0.020880057,0.29439548
0,0.008153324,0.008394028
0,0.008334882,0.087519296
0.08032464,0.33643502,0.073204786
0,0.030279255,0.04857638
0,0.042547293,0.062308837
0.10220242,0.22844958,0.045013677
0.10193664,0.38198572,0.4644551
0,0.0408363,0.22730483
0.18045835,0.01527932,0.030367408
0,0.18218479,0.016763676
0,0.07718522,0.003539988
0.041047737,0.5672174,0
0.06146696,0.148224,0
0,0.21092743,0.21641766
0.019041998,0.47656962,0
0,0.021038547,0.103551626
0,0.2618985,0.13196504
0.020277299,0.41562328,0.10045014
0,0.08596216,0.13850641
0.020537976,0.14581393,0.17774238
0,0.014101705,0.011355327
0.020564146,0.6855608,0.050454527
0.019526508,0.3089644,0.17327598
0,0.008054165,0.0930218
0,0.001713745,0.021198776
0.020543395,0.15515664,0.1941624
0,0.07404561,0.03868206
0,0.2798096,0.12788367
0.061153885,0.034106936,0.1714734
0,0.07989443,0.044167586
0,0,0.026504884
0.020538656,0,0
0.05941253,0.14407593,0.12591581
0,0.05449333,0.032780785
0,0.07510344,0.026323454
0.06144988,0.030523524,0.0355351
0.04077556,0.040242143,0.33714828
0.09996527,0.19660988,0.15116185
0.02051244,0,0.001469737
0.040736083,0,0.07273016
0.038857277,0,0.11673688
0,0.000582184,0.010190122
0,0.1693215,0.015477603
0.06069564,0.02881309,0.014780093
0.020158365,0.06753647,0.08216564
0,0.12504841,0.002763544
0.020361064,0.000476646,0.015060996
0.020334298,0.07031329,0.07565248
0,0.006065277,0.034036413
0,0,0
0,0.005299762,0.03658622
0,0.06865577,0.017607082
0,0.000188639,0.024234926
0.020329453,0.06146909,0.007658547
0.02049305,0.020076623,0.02079998
0,0.03579991,0.028405048
0,0.00741439,0.056767497
0,0.02599116,0.08074783
0,0.002594473,0.09434292
0.061517034,0.009619093,0.03174751
0,0,0.041495338
0.040926717,0.29095316,0.8046926
0,0.02002958,0.106960975
0.06134819,0.001390439,0.059652437
0,0.001427793,0.07427301
0,0.003311887,0.03369308
0,0.1213063,0.009995949
0,0.008527597,0.09329197
0,0.2868404,0.14041547
0.019922435,0.22342588,0.16932502
0,0.3064156,0.064099096
0,0.003499162,0.24403672
0,0.017261568,0.049601033
0.019310368,0,0.1645222
0.020548107,0.094353996,0
0.040533695,0.004003632,0.001801258
0.020495443,0.022991665,0.05226238
0,0.041876458,0
0,0,0.024695456
0,0.0968932,0
0,0.013318899,0.17391318
0,0.17645606,0.036989547
0,0.044313285,0.002960496
0,0.036517058,0.054624
0,0.075581156,0.025293939
0,0.008223283,0.038638487
0,0.021046832,0.023189506
0.04095549,0.021290185,0.027349468
0,0,0
0,0.001752069,0.07054949
0.020249939,0.01581252,0.15700772
0,0.005627459,0.06741363
0,0.017156899,0.04324422
0.040279523,0.002983551,0.03195544
0.018859085,0.019641718,0.019096036
0.05860429,0.4059544,0.008641263
0.040148,0.002154572,0.08183242
0.07901405,0.000719717,0.056084216
0.040588178,0.003296074,0.11516638
0.04038555,0,0.02327976
0,0.09975121,0.24331078
0,0.006471762,0.039647587
0.040969126,0.000927991,0.070418224
0,0.005255382,0
0,0.02030654,0.11461849
0,0,0.05088758
0.019713128,0.018622559,0.015617608
0.039791502,0.013814173,0.046331692
0,0.00236802,0.04877945
0,0,0.055837713
0.060750198,0.3935088,0.14132151
0.08122659,0,0
0.04050364,0.035294563,0.024721071
0,0.010270779,0.03863766
0.03882407,0.008692111,0.059051547
0,0.07024049,0.003074027
0,0.006113779,0.01625282
0,0.07942237,0.07517579
0,0.26946127,0.1254109
0,0.002684027,0.21870881
0,0.07272303,0.022711866
0,0.23854978,0.28844616
0.020017572,0.004332532,0.06708695
0,0.18489334,0.03404461
0.020372704,0.004282349,0.01741106
0,0.19610317,0.21577875
0,0.018802404,0.027242681
0,0.000973474,0.001750371
0,0.010713153,0.07970846
0.04061993,0.003982401,0.020525955
0.020379366,0.001065402,0.030701617
0,0.000113045,0.14834286
0.020537775,0.1682829,0.24058975
0,0,0.044571444
0.020350177,0.001509103,0.037681222
0,0.010262289,0.20663096
0.019704543,0.000182546,0.025588451
0.020351881,0.011834414,0.00215187
0,0,0.10696054
0.020254195,0.006583185,0.056200918
0,0.002068202,0.043286566
0.020395348,0.004451704,0.115401395
0.12258071,0.22354649,0
0.08134717,0.25339198,0.07164227
0.080989525,0.36299306,0.17297179
0.03997984,0.020397672,0.05121243
0.05847187,0.07536507,0.14161141
0,0.002898966,0.013460904
0.122134514,0.1453463,0
0,0.009237189,0.15150602
0,0.33085966,0.06136331
0.10069302,0.35379058,0.13210209
0,0.37806284,0
0.02048929,0.015387526,0.033200644
0.094728865,0.23472749,0.48395514
0.020529475,0.03683414,0.10490998
0.020453261,0.001871584,0.07273192
0,0.001593809,0.024332913
0,0.005900167,0.003897217
0.060578406,0.00519769,0.008512608
0,0.040907796,0.010254232
0,0.005237501,0.022934197
0,0.03071549,0.004512588
0,0.002603811,0.014870633
0.020363932,0.021183543,0.07525622
0.038655456,0.15535498,0.12996134
0.061220862,0.007525125,0.05907045
0.020284055,0.107531585,0.119749404
0,0.17848666,0.30657914
0.041028053,0.007387966,0.13131553
0,0.010619458,0.03295747
0,0.111287795,0.101229794
0.041028664,0.076390296,0.03058913
0,0.08967545,0.018529825
0.02033415,0.005952548,0.03086172
0.08012417,0.028262286,0.093754925
0.040566504,0.06584107,0.029124798
0.038601313,0,0.22244713
0,0.11207132,0.28456223
0.020493893,0.22705224,0.6578317
0.018748203,0.013242335,0.08832663
0,0.096070826,0.040952872
0,0.003031185,0
0,0.03557495,0.032391243
0,0.30733892,0.18304615
0,0.001817241,0.02297779
0,0.024532568,0.04679233
0.039399855,0.02401597,0.064895205
0,0.001005766,0.030497516
0,0.013996182,0.034159973
0.040279612,0.1384029,0.065671004
0.03981253,0.029173512,0.106091075
0.040760085,0.034638066,0.056810096
0,0.000318088,0.06957417
0.019752622,0.004948982,0.017529929
0.020456579,0.000899546,0.006479359
0.020519704,0.004554612,0.036452133
0,0.007057671,0.02591763
0.61145025,0.006620809,0.03712363
0,0.00270858,0.000399932
0.020453276,0.05300115,0.09199747
0.020062959,0.005413659,0.03658257
0.040876895,0.036291413,0.08208754
0,0.014431951,0.033195317
0.040821206,0.15310663,0.043382514
0,0.002635547,0.00547418
0.041028813,0.019148717,0.006733422
0,0.13067207,0.08614202
0.019362442,0,0.12170734
0,0.042274415,0.05878409
0.019946776,0.013773926,0.004902693
0.02055018,0.08158535,0.001118745
0,0.005694883,0.054580547
0.01996964,0.011263135,0.01615529
0,0.016072588,0.011702575
0.020239541,0,0.023963278
0.02051423,0.003374584,0.020881468
0.16046582,0.003971931,0.07356622
0,0.001638044,0.008347242
0.020561714,0.0529424,0.15142788
0,0.013474219,0.13210337
0,0.031836893,0.048081968
0,0.17526968,0.27864772
0,0.014969832,0.061655372
0.07854516,0.26326337,0.10995241
0,0.010141168,0.08414293
0,0.004471901,0.06710395
0,0.008293686,0.028665211
0.020467665,0.005218915,0.048827305
0.02034191,0.018727198,0.033659305
0.018640906,0,0.15017325
0.081250854,0.013465453,0.08623434
0,0.0740404,0.16400683
0.0406933,0.53523165,0.25995398
0,0.000494018,0.06198416
0,0.010758895,0.000834547
0.05975489,0.003842133,0.018882295
0.02031937,0.03085541,0.042408895
0,0.003835325,0.026032256
0.020191152,0.6307861,0.05313746
0,0.015396607,0.026258305
0.020484712,0,0.005491788
0,0.012066794,0.09058695
0,0.001704149,0.006009917
0.14011247,0.029447332,0.03321602
0.04072151,0.025350356,0.060558215
0.060020704,0.017595012,0.16522722
0,0.000564613,0.06559517
0.018525753,0.09272137,0.000171859
0,0.06565711,0.07878857
0.06635394,0,0.19620298
0.018795991,0.012226011,0.009207274
0.02052648,0.020237956,0.020505914
0.020331064,0.00176467,0.032908082
0,0.020510051,0.011546576
0,0.009490932,0.034940463
0,0.008415418,0.011094223
0.040974528,0.8313172,0.036146864
0.020429965,0.005663761,0.008164256
0.039189152,0.0905946,0.06986169
0,0.006137743,0.10171901
0,0.07572151,0.031210717
0,0.007878658,0.032408576
0.019825501,0.08647952,0.068656996
0,0.012458269,0.001644121
0.058501896,0.102011524,0.08923446
0,0.08877584,0.064953
0,0.0104228,0.014513547
0,0.0442307,0.10925272
0,0.009568624,0.050019413
0.14321595,0.010322114,0.018413404
0,0.008504229,0.015465194
0,0.005797021,0.07355727
0.09793302,0.009059301,0.19580886
0,0.08503319,0.3089655
0.020020446,0.004542943,0.001909383
0.060893387,0.03504139,0.007605007
0.040327903,0.000516946,0.03130675
0,0.18693058,0.2144818
0,0.003434129,0.019822568
0.020005163,0.102808535,0.15926233
0,0.051654987,0.11971282
0,0.10168313,0.07847887
0.040885676,0,0.07255078
0.040326767,0.01615907,0.22644842
0.081759244,0.082978465,0.018635796
0,0.12395763,0.022854708
0,0.094099134,0.055396967
0,0.40006045,0.16318944
0,0.008138005,0.05611592
0,0.38742155,0.24498016
0,0.65124685,0
0.020505715,0.002347847,0.03281131
0.02051877,0.2011389,0.074138634
0,0.2619491,0.18463694
0,0.002037515,0.043720417
0,0.004703258,0.066390045
0.08163804,0.090427056,0.11434228
0,0.001880193,0.07253558
0.040293448,0.008771996,0.12409089
0.040686492,0.19509876,0.5169543
0.020252338,0.007506995,0.12851514
0.040743582,0.007313214,0.24582623
0,0.03364426,0.16565382
0,0.020671835,0.05800544
0.020387359,0.004755557,0.024832841
0,0.003929223,0.002594675
0.160966,0.1361956,0.11579223
0,0,0.037452433
0,0.000291889,0.04183977
0.0204535,0.010576783,0.0733016
0,0.021675771,0.05909986
0.020458972,0.001645982,0.022512345
0,0.015348014,0.018130383
0,0.05547998,0.006230842
0,0,0.078276455
0,0.041528147,0.13259716
0,0.01750312,0.001144603
0.020368144,0.015625635,0.023881556
0.020255605,0.2292612,0.12781431
0.02015882,0,0.012690204
0,0.022823181,0.021821275
0,0.23981407,0.13087568
0.020303724,0.010549607,0.057628166
0,0.1064358,0.050245948
0.019849362,0.014354785,0.00074942
0.039741814,0.018337576,0.086625144
0.020220522,0.011706748,0.003541119
0,0.038751367,0.011165631
0,0.004849989,0.002417299
0,0.017165834,0.04425142
0.020491783,0.03700819,0.07601401
0,0.02311548,0.011504201
0.02042441,0.005247012,0.13528523
0,0.020658527,0.0034102
0,0.001770608,0.038396165
0,0.01321451,0.030659163
0.0410464,0.000747514,0.052256145
0,0.007911777,0.059075188
0,0.005553673,0.000973996
0,0.23386037,0.28673065
0.039570093,0.002551894,0.016115196
0.020534484,0.003389469,0.006669905
0,0.003703495,0.009561378
0,0.009944897,0.09313058
0,0.012651448,0.063700125
0,0.002403356,0.054569695
0.041019823,0.011912768,0.043223936
0,0,0.012509385
0.020516887,0.003714632,0.007774188
0,0.002903195,0.06585456
0,0.034394715,0.016945126
0,0.0815839,0.010115445
0.038070817,0.021122718,0.025113303
0,0.009324394,0.09062211
0,0.018321475,0.075048335
0,0.002983713,0.08545447
0.020413833,0.033541743,0.044281695
0.020510122,0.002299197,0.007906002
0.040098887,0.004308278,0.041103397
0,0.009685615,0.006653356
0,0.00027956,0.08298713
0.018862743,0.1518998,0.17390415
0.020331608,0.028034559,0.061249472
0.04077653,0.04832955,0.064489834
0,0.019331345,0.14569515
0.040459417,0.10026175,0.04279487
0,0.048985183,0.053913575
0,0.031056844,0.054789327
0.100011416,0.000651284,0.018071167
0.0808053,0.00815961,0.015835688
0,0,0.020550817
0.020390425,0.004606806,0.013214722
0.020427838,0.006574707,0.050009742
0.02010501,0,0.06265853
0.020411309,0.001677865,0.011482159
0,0.001250455,0.09431417
0.061203696,0.12436578,0.054392077
0.020472845,0.120319545,0.009924298
0,0.19799857,0.2789972
0,0.002635754,0.12166587
0,0.004094157,0.0375806
0.018492104,0.00028278,0.059596848
0.020312814,0.00941056,0.005882238
0.06078442,0.01629537,0.037280485
0.019523958,0.004395898,0.10127088
0,0.003030371,0.104985446
0,0,0.066559404
0.041035358,0.088805325,0.056024335
0.020475946,0,0.39290565
0.040334743,0.18199874,0.10741723
0,0.000625188,0.02401287
0.040921103,0.003214709,0.038807075
0.019353563,0.29726166,0.33938769
0.02005157,0.008282071,0.07976047
0,0.00629162,0.025562625
0.02045703,0.045405325,0.050210234
0,0,0.053391546
0.02011789,0.010770526,0.013587362
0,0,0.04281924
0.040836092,0.10068328,0.1312223
0,0.002166279,0.05476452
0,0.4601795,0.11739586
0.04038763,0.08431326,0.02544786
0.04107508,0.007208954,0.02487027
0,0.004354606,0.063615136
0,0.024263049,0.041556764
0,0.03749186,0.04890038
0,0.06710479,0.017070737
0,0.34849623,0.077850446
0.020541206,0.005943968,0.026654571
0,0.098111585,0.04896669
0.06156426,0.002346367,0.023202593
0.04093085,0.15031512,0.004211097
0,0.004577784,0.12589821
0.034849014,0,0.05586199
0,0.009615279,0.05346946
0,0.2079773,0.012698475
0.03976187,0.006974353,0.2005801
0.020424858,0.020183938,0.025373904
0,0.28293633,0.010197691
0.020521536,0.005830769,0.025646767
0,0.13702163,0.08225716
0.018193895,0,0.032931894
0.081155814,0.051566057,0.020268477
0.020334367,0.007724724,0.040871345
0.019386472,0.054426417,0.054633807
0.020035151,0.024989422,0.066776164
0,0.002664868,0.05347096
0,0.01628829,0.01585162
0.019892076,0.000972099,0.029346695
0.13898635,0.2985925,0.16639093
0.019594582,0.01710532,0.053246073
0.02039792,0.08398421,0.25955105
0,0.006628596,0.030710036
0.007350872,0,0.2071543
0,0.036375083,0.020473197
0,0.08188867,0.06592759
0,0.13227654,0.30914494
0,0.15903538,0.03563123
0,0.07318664,0.036930874
0,0.30643994,0.010275472
0.041058704,0.5050752,0.037739553
0.018222043,0.12399702,0.09726305
0.06110535,0.18382439,0.14936386
0.020522784,0,0.026602684
0,0.005833019,0.054554682
0.08139653,0.03994792,0.017579189
0.020524897,0.09792796,0.05025599
0,0.003730738,0.043599013
0,0.06545455,0
0.020090582,0.015893826,0.017270908
0,0.032934275,0.031885482
0.03999786,0.068749554,0.001167736
0,0.016732866,0.003547783
0,0.2801079,0.14080939
0.040870976,0.01827622,0.029529303
0.020336516,0.01746339,0.004486022
0.10094758,0.008960607,0.045870084
0.041059263,0.059416752,0.044002954
0,0.001277568,0.014785256
0.05970427,0.050478708,0.051124945
0.020224359,0.002103779,0.02257027
0,0.00434333,0.08885992
0,0.005167004,0.02697162
0.038517952,0,0.1786679
0,0.014494221,0.057277918
0,0.011873479,0.003133102
0,0.040464614,0.036284424
0,0.008087394,0.07374474
0,0.028435087,0.1961575
0,0.3122605,0.4365893
0.041100197,0.5434884,0
0.04054315,0.35397074,0
0,0.005364144,0.03428678
0.12139319,0.001962896,0.019789692
0.020505296,0.015146812,0.17717093
0,0.000110861,0.02839706
0.02045061,0.08609034,0.00262143
0,0.007418831,0.001141249
0.04108289,0.09017432,0
0.020535445,0.067839645,0.001055158
0.020388093,0.004796046,0.02597785
0,0.027221784,0.06031537
0,0,0.023779118
0.020467455,0.035151213,0.015539999
0.020563506,0.011874744,0.018223155
0.07616217,0.11445864,0.053073402
0.020383298,0.017645322,0.045797568
0.041058302,0.023980115,0.07726986
0,0.003768493,0.11273793
0,0.008373991,0.01609085
0.019886237,0.03408267,0.14354226
0.041000955,0.15860437,0.059126664
0,0.002306583,0.032685414
0,0.00269604,0.083132625
0.040934082,0.013152535,0.25872356
0,0.001270916,0.04897656
0.04092465,0.085952446,0.024923652
0.019551704,0.001585288,0.094574936
0.040823776,0,0.015468248
0,0.051341783,0.020607166
0,0,0.07197635
0.020453736,0.001716141,0.007883864
0,0.099696994,0.055386428
0,0.007324402,0.09126243
0.020531252,0.03580266,0.1286164
0.020553986,0.13073745,0.46267587
0,0.05411565,0.04682314
0,0.009838895,0.000260559
0.020425051,0.001522212,0.035169277
0.020126944,0.040902782,0.013829136
0.020494202,0.017506577,0.21372882
0,0.48969716,0.05642994
0,0.000841109,0.039773796
0,0.008883736,0.014907233
0.020407734,0.21136688,0.026446005
0.020496126,0.00396217,0.06790737
0,0.30474117,0.10421217
0,0.013299447,0.030256664
0.020404069,0.011128712,0.09371605
0,0.039088357,0.01921289
0.06132176,0.00054837,0.028305352
0,0.0052442,0.04660566
0,0.004822304,0.21153915
0.020516258,0.007157817,0.052022547
0.040758956,0.1365677,0.08548215
0,0.239651,0
0,0.004193278,0.009196798
0,0.005082755,0.16835396
0.019573128,0.019686047,0.05306749
0,0.053753402,0.19354102
0,0.10679866,0.15176731
0.020555513,0,0.24683857
0.020397982,0.25190037,0.16771846
0.02051744,0.63688207,0.03983525
0.019815259,0.012729918,0.027198175
0.020314474,0.01122269,0.018160757
0,0.003962138,0.042230695
0.020529224,0.016887616,0.06669056
0.04066496,0.003361821,0.04368221
0.020512905,0.03396498,0.01598505
0.52396744,0,0.1295848
0.31352603,0.15292813,0.25905728
0,0,0.028253995
0.020490784,0.003153088,0.038614806
0,0.027165873,0.12655312
0,0.000585726,0.009097841
0,0,0.001413557
0,0.014068875,0.069353744
0.02053393,0.061779715,0.014832949
0,0.018168611,0.026328655
0.041023318,0,0.09099157
0.02028373,0.018882282,0.006494361
0.020424932,0.31174922,0.066768155
0,0.015332043,0.019276598
0.058348555,0.040187713,0.019556552
0.020429196,0.004597207,0.044804864
0,0.001537052,0.16506763
0,0.12837021,0.14345708
0,0.002532583,0.013364046
0,0.000149032,0.005735991
0,0.29088312,0.030607741
0,0.124677785,0.002311721
0,0.002853426,0.014312009
0.041076537,0.020819908,0.035514954
0,0.011426692,0.02502336
0.02032779,0.001428062,0.01156203
0,0.024745619,0.015831973
0,0.060305532,0.028443497
0,0.017236136,0.007984533
0,0.023047835,0.038525354
0.020464173,0.007021657,0.06713905
0,0.4636008,0.353294
0,0.0015688,0.03468265
0.04073515,0.0980049,0.012205618
0,0.025842464,0.09215821
0,0.012081589,0.12710318
0.020031124,0.44950363,0.36067843
0.020515803,0.12170385,0.38981888
0,0.002353815,0.13860974
0.09965962,0.5936824,0.39416933
0.020453071,0.31108272,0.09137219
0,0.025738124,0.08618422
0,0.002210622,0.010298167
0,0.27466494,0.06712187
0,0.05328043,0
0,0.028746707,0.12228054
0.019077808,0.006058033,0.032597784
0,0.005069444,0.014384057
0.04095886,0.011339131,0.06593852
0,0.006453861,0.014451736
0.020537479,0.10204451,0.16319531
0,0.02859848,0.15917541
0.020282889,0.018821433,0.030437075
0,0.006212237,0.006177683
0,0.04816646,0.029324979
0,0.006014776,0.047772866
0.020399997,0.005385689,0.0734663
0.1020956,0.000626598,0.002858135
0.04104468,0.002854441,0.019317457
0,0.13748623,0
0.040147454,0.19965005,0.053497866
0,0.27504915,0.14679009
0.020530086,0.030817175,0.003168507
0.020492142,0.002961407,0.045861457
0.020233713,0.46846443,0.2970727
0.041067574,0.08353442,0.059725378
0,0.19700275,0.2357498
0,0.26199165,0.0647262
0.040535457,0.010486322,0.3409054
0.041031517,0.021460649,0.025371894
0.020412443,0.013675006,0.04551638
0,0.052117605,0.033524804
0,0.093414165,0.051256314
0,0.009064122,0.013684924
0,0.037237737,0.14085719
0,0,0.02388617
0,0.03953628,0.028372312
0.041059148,0.23095325,0.1433574
0,0.025111714,0.02943163
0,0.19990286,0.010225011
0,0.22374722,0.17985114
0.020453004,0.02768245,0.04683623
0,0.002101903,0.004505495
0.12232832,0.052281365,0.26165426
0,0.28408858,0.090713285
0.04054595,0.069683924,0.18408181
0.04091604,0.35548422,0.19794884
0.020278921,0.01858187,0.032976337
0,0.10498356,0.021609584
0.020413615,0.004373497,0.02689494
0.01979102,0.012526825,0.004248147
0.10013496,0,0.13958451
0.059556074,0.008144461,0.069121346
0.020535816,0.0757147,0.14792524
0.019642668,0.12267774,0.14360172
0,0.005175786,0.21429043
0.020488808,0.123850435,0.07161435
0.01982054,0.19225815,0.010042159
0.039839778,0,0.005371963
0,0,0.6078734
0.059919983,0.017677864,0.07713922
0,0.026979804,0.023284404
0.020532938,0.06318791,0.10955486
0.02043271,0.5391626,0.25916564
0,0.002274463,0.015743453
0.0200043,0.002011686,0.019242126
0.061008893,0.008089144,0.015673064
0.020174855,0.002336813,0.055205632
0,0.005913028,0.045444537
0,0.005992525,0.045497674
0.020542141,0.2533712,0.02070978
0.019791761,0.009988909,0.028512668
0,0.46096128,0.13161884
0,0.036581386,0.092071034
0.04048243,0.001042147,0.018804021
0.09988901,0.20736957,0.029047554
0,0.08440953,0.08759212
0,0.003043762,0.000316423
0,0.09649967,0.03809122
0.03885045,0.16651124,0.044296283
0,0.027286269,0.07283776
0.020161945,0.1558226,0.04486863
0,0.005172914,0.28337693
0.019910026,0.03479554,0.115206085
0.040928997,0.05766239,0.03748588
0.04036894,0.023278108,0.21993315
0,0.032080945,0.04797675
0.020438235,0.038256746,0.10735598
0.020499477,0.014788575,0.084118746
0.020512288,0.004240392,0.027229171
0.04058142,0,0.031899862
0,0.42381537,0.16538858
0,0.006983099,0.019312438
0.04058334,0.008247668,0.003021007
0.10244489,0.34162492,0.034585312
0.020483278,0,0.335673
0.020436697,0,0.12971763
0,0.028527664,0.010232511
0.019785596,0.050741237,0.026007732
0,0.003521484,0.030642604
0,0.008286963,0.014872267
0,0.010532562,0.055854104
0.27728465,0.36681238,0.02921225
0.02041582,0.001684642,0.07169597
0,0.005610908,0.01029171
0,0.003125001,0.023927491
0,0.08897469,0.34282
0,0.015621635,0.016251838
0,0.011002297,0.09657197
0.10152087,0.002501665,0.09224386
0.020528197,0.004342164,0.059469655
0,0.07010502,0.00216637
0,0.001404764,0.004830926
0.030936874,0,0.00285421
0,0,0.05571962
0,0.01769391,0.08860233
0.020446854,0.05492725,0.012633157
0.10048094,0.006975638,0.21693109
0,0.025280897,0.06343043
0,0.003960714,0.022632625
0,0.005875883,0.020410378
0.019444304,0.011022517,0.000874889
0,0.024834497,0.012772216
0.06000891,0.009792774,0.021750096
0,0,0.5125576
0,0,0
0,0.009694007,0.005464223
0.08144506,0.012634065,0.061208297
0,0.005167577,0.010129388
0,0.025720077,0.041269463
0.020401781,0.023661993,0.018143592
0,0.24429145,0.06234021
0.02041071,0.15572883,0.25204557
0,0.001573185,0.03488489
0,0.004201555,0.007819718
0.018814033,0.004445676,0.003626812
0,0.0172184,0.1085887
0.02038345,0.016611848,0.006429823
0.019871145,0.02153602,0.12981176
0.09811716,0.08355718,0.00203545
0,0.10021748,0.21723668
0,0.012489366,0.001547817
0,0.001146965,0.08622108
0.08182925,0.001973084,0.044392433
0.020494986,0.013891608,0.05022248
0.08215652,0.43248996,0.47394836
0.040652577,0.20118588,0.05238534
0.020128436,0.22220497,0.006436627
0.020528618,0.001854349,0.10233646
0.040947862,0.10256956,0
0.08020056,0.020593265,0.021478256
0,0,0
0,0.002240409,0.011746689
0,0.18438186,0.035298713
0,0.014165085,0.005914277
0,0,0
0,0.14608882,0.053989545
0.041068822,0.11460061,0.124932185
0,0.006125056,0.008625302
0,0.009515015,0.003277169
0,0.000956147,0.03429672
0.040984377,0.4513722,0.16113134
0,0,0
0.059481654,0.046303827,0.020111768
0.020463238,0.003177478,0.011665733
0.020180328,0.002525555,0.05563072
0.059279494,0.001461439,0.006879792
0,0.033095602,0.004594392
0,0.013358235,0.015086412
0.07778004,0,0.011232405
0.020428544,0.03928035,0.0454194
0,0.04374586,0.07182599
0.019696245,0.00230243,0.01859715
0,0.017099446,0.04528008
0,0.001341422,0.052328717
0,0.00083715,0.089856826
0,0.34012717,0.2343694
0.02056354,0.041093316,0
0.0815062,0.10115491,0.081023775
0.020391032,0.058293495,0.04379457
0,0.02430649,0.11799644
0.020548116,0.09781336,0.29381153
0.020511415,0.011576398,0.037516087
0,0.11050423,0.095171236
0.04106029,0.31050426,0.061784845
0.040150292,0.112994716,0.11974978
0,0.25522336,0.054433707
0.020159144,0.012867964,0.029835848
0,0.013010952,0.052322786
0.16275467,0.41799098,0.26038134
0,0.04481459,0.020442873
0.040202107,0.023760429,0.01534258
0,0.07588078,0.058445517
0.061090376,0.014709357,0.20489997
0,0.08591062,0.10963163
0.04009094,0.011720566,0.005847868
0,0.023404814,0.105755925
0,0.012792802,0.011333964
0.039626796,0.039754756,0.06437382
0.020394733,0.10680965,0.004689843
0.02047864,0.12809476,0.25214824
0.020405853,0.007878901,0.14907978
0.03854376,0.29659477,0.16507553
0,0.15739712,0.13385047
0.30252185,0.27032843,0.13750963
0.099947564,0.017175248,0.06535063
0,0.015731372,0.03610341
0.056531567,0.010642419,0.06249429
0.040435303,0.000875041,0.002213381
0,0.009377041,0.026119411
0,0.16413668,0.10354189
0,0.001836959,0.027287202
0,0.002709441,0.03916424
0.019553019,0.01047047,0.032762356
0.04106212,0.18758996,0.23634271
0.020467002,0.34219465,0.38404945
0,0.2932298,0.24832647
0.020189485,0.006776253,0.10215844
0,0.006507704,0.004560838
0.020440863,0.002769461,0.053869627
0,0.001782926,0.001067048
0,0.06642118,0.015262494
0,0.014597026,0.015086132
0,0,0.004506156
0.02038639,0.027261484,0.04371292
0,0.4588834,0.23741706
0,0.001939727,0.04090901
0.040735487,0.035631627,0.20130672
0,0.007186396,0.023395004
0,0.014968948,0.059349418
0.02032765,0.0202012,0.003322245
0.03968908,0.056328803,0.13316503
0,0.008880202,0.008926414
0.04107029,0.16306394,0.01417275
0.020528179,0.000774993,0.021756073
0,0.081495255,0.001077532
0.061150577,0.2605583,0.06260002
0,0.002459073,0.051190913
0.020557621,0.001270494,0.039752796
0.020378415,0.005697179,0.018917032
0,0.011249334,0.044481255
0,0.005127825,0.03361732
0,0.020519258,0.20564307
0,0.069776714,0.001528825
0,0.007883695,0.06989952
0,0.003044358,0.057933483
0.020408094,0.003596648,0.042651433
0.020512208,0.019791063,0.034219243
0.020467525,0.039766997,0.023834532
0.040872034,0.42147717,0.06020488
0.040911395,0.22565393,0.060119864
0,0.006530195,0.06250691
0,0.011589159,0.02027797
0.020456284,0.034504637,0.21187073
0.060082007,0.066301815,0.16876197
0,0.22003777,0.031305864
0.020502042,0.09220855,0.07812269
0,0.029264454,0.009079544
0,0.069290936,0.07751774
0.0408445,0.07107807,0.070755206
0,0.008203556,0.07975358
0,0.05587523,0.2561473
0.040955506,0.041713737,0.11383384
0,0.011213123,0.009271116
0,0.26546818,0
0.020255988,0.003553883,0.12099322
0.020531282,0.023304138,0.001749888
0,0.001433269,0.058650967
0.020563724,0.003175178,0.094362
0.10055779,0.19278021,0.008217989
0.020506797,0.001532229,0.072353184
0.04006905,0.030216135,0.07120068
0.06000559,7.11E-05,0.06935414
0.07870494,0.000279541,0.012088579
0.01769359,0.001445607,0.062318254
0,0.03228105,0.014727916
0,0.24796216,0.069378905
0,0.1127084,0.003805283
0.060813863,0.18855768,0.24203983
0.020514172,0.004664585,0.04205486
0.02055963,0.034632772,0.10188529
0.020514615,0.050806936,0.06268616
0,0,0.1426713
0.02032086,0.005716098,0.000952968
0.059826043,0.06730157,0.108256534
0.061321326,0.34016126,0.23534745
0,0.036374565,0
0.020436399,0.041672118,0.12250504
0,0.003583351,0.023886038
0,0,0.063476205
0.020106481,0.09499967,0.0609757
0.02051505,0.058641564,0.001134039
0,0.015609314,0.07679245
0,0.047365043,0.074376486
0,0.001443509,0.050531603
0,0.009170373,0.012520152
0,0.000363905,0.005493427
0.101153746,0.071242064,0.14381431
0,0.009547282,0.021427918
0,0,0
0.020036567,0.005271349,0.0501519
0.020507462,0.012608632,0.055975687
0.037144724,0.1337244,0.1867798
0.020512298,0.014402947,0.048717417
0.020347467,0.003454497,0.049035657
0,0.16010049,0.18269756
0,0.001525013,0.032977197
0.017418988,0.000225286,0.09679387
0,0.014401634,0.03624973
0,0.005721613,0.07692857
0,0.16298518,0.039207373
0,0.15459187,0.06403974
0.040839728,0.022750158,0.042023428
0.040886357,0.012975903,0.018175999
0.059416495,0.47836712,0.1090495
0.060810927,0.2732112,0.16093095
