MF: BRCA,METH: BRCA,GE: BRCA
0,0.03785705,0.08682869
0.005299636,0.44714293,0.07387921
0.026486995,0.008800157,0.039888807
0.015823998,0.057003755,0.32066476
0,0.04450891,0.046810452
0,0.011430711,0.02231449
0.01040123,0.1515125,0.043028433
0,0.012521229,0.09675844
0.015885377,0.13407978,0.059632897
0.005292726,0,0.51483047
0.026402138,0.24497715,0.3686772
0,0.005292031,0.035774894
0.005286557,0.011151373,0.020632343
0.026467426,0.00373305,0.027119469
0.015824638,0.022621663,0.01708697
0.005290289,0.045740865,0.012548414
0,0.15063618,0.07328935
0,0.13072523,0.18412374
0.010569035,0.006237675,0.07480634
0.05287345,0.092639185,0.007296874
0.015876653,0.03433402,0.14306495
0,0.002750569,0.23707749
0.015881296,0.012631112,0.021570366
0.00529732,0.001962094,0.11301546
0.010614556,0.020394646,0.011837628
0,0.10983406,0.06906089
0.010619166,0.08196245,0.14654529
0,0.35350224,0.10773845
0.005304116,0.06537835,0.044248287
0.021186886,0.14695933,0.002806312
0.010548012,0.00015901,0.001130365
0.010618673,0.11596065,0.014655838
0,0.001348547,0.21543032
0,0.36670807,0.4447923
0,0.28452852,0.009701752
0.042261794,0.40826067,0.010458266
0.01059669,0.02715524,0.029905979
0.015938146,0.016466973,0.014666176
0.03593698,0.002922114,0.06812992
0,0.35085264,0.020966781
0.005311369,0.01229917,0.044876717
0.03131786,0.001064963,0.057735026
0,0.03486937,0.027491657
0.005289101,0.003815634,0.019660661
0,0.01894446,0.048071392
0,0,0.041489713
0.010530332,0.013686688,0.03294113
0,0.048887964,0.008386612
0.026461126,0.05931073,0.045777366
0.005313333,0.08024993,0.08481323
0.005304064,0.003096011,0.019670548
0,0.035045855,0.003972662
0.005305295,0.5835114,0
0.005271218,0.07153088,0.009125961
0.00531497,0.000406817,0.056153093
0.015917063,0.005324758,0.031372454
0,0.29006124,0.026722595
0,0.000773351,0.11052256
0.005314731,0.011651588,0.012397268
0,0.00505353,0.009145275
0.005296875,0.013189791,0.053515103
0.021144973,0.0009884,0.000232876
0.015621278,0.02329,0.001553401
0,0.044137735,0.034922924
0.026314313,0.040936545,0.08912486
0.010494171,0.049599577,0.071866766
0.010541909,0.002951794,0.058578525
0.005310357,0.02044061,0.035142403
0,0.06202591,0.029034387
0,0.009012005,0.2729016
0.010595779,0,0.05476941
0.010623546,0.18668108,0.012671181
0.020939356,0,0.04448582
0.0208951,0.011192272,0.12899625
0,0,0
0,0.051507488,0.018882632
0.015465002,0.005869728,0.026875628
0.005309844,0.015140821,0.016291626
0.005304392,0.20207866,0.06183778
0.015814349,0.026667759,0.015025712
0,0.004738386,0.019916307
0,0.065682635,0.036852468
0.005303126,0.0064154,0.033930637
0,0.068183474,0.058953192
0.015609916,0.015832128,0.02318395
0.010575495,0.004593378,0.028791811
0.025505515,0.025524417,0.04934079
0.005303441,0.005248725,0.01258768
0,0.010100659,0.004591071
0.005272912,0.003343529,0.03888655
0.005313841,0.045913935,0.052853085
0,0.030247144,0.2068163
0.00531151,0.010945807,0.070709094
0.00530341,0.059351638,0.028403291
0,0,0.009132246
0,0.03485835,0.16780838
0.005098795,0.050838172,0.067127414
0.005308971,0.005978326,0.085385576
0.015875094,0.12274677,0.017794168
0,0.022329427,0.029123109
0,0.019102078,0.032297686
0.005191559,0.008660206,0.03501772
0,0,0
0,0.019562263,0.040890634
0,0.59078085,0.024054304
0,0.004472576,0.2569893
0.005296878,0.40218794,0.002497062
0.005293264,0.003511187,0.002949798
0,0.35274354,0.5286185
0.005311309,0.25910804,0.05210745
0.005305586,0.01204109,0.030784843
0,0.11362785,0.012548897
0,0.002731389,0.032220952
0.03177475,0.04989007,0.055275317
0,0.13617228,0.060358416
0.020629691,0.002801751,0.013674593
0,0.10561907,0.06523961
0.005311172,0.09311869,0.009021157
0.005118912,0,0.18905209
0,0.025894491,0.020490713
0.03146886,0.050355148,0.24228738
0.005314279,0.001225981,0.022467183
0.01593436,0.1998967,0.002388629
0,0.00559261,0.0179899
0.005290132,0,0.072044134
0.005308371,0.00680073,0.016696494
0.005306996,0.031518668,0.02477499
0,0.001114156,0.070405364
0,0,0.13935025
0.00529235,0.001553689,0.060082044
0.010511247,0,0.02405325
0.005312959,0.005984914,0.12141643
0.005231192,0.003872886,0.06716737
0.005308277,0.017921763,0.09311184
0.005298979,0.25751907,0
0.015867421,0.09236803,0.23173869
0,0.009864782,0.002654333
0.015909452,0.002978782,0.028191911
0,0,0
0,0.00688377,0.04430452
0.005303538,0.53513813,0.0371519
0.005301224,0.003325512,0.041164283
0,0.03178348,0.033667773
0.010586427,0.080188304,0.22935455
0.005313426,0.3197893,0.017073195
0.005233222,0.005469922,0.000729993
0.005313941,0.4381735,0.053342372
0,0.55832773,0
0,0.09822892,0.043148816
0.010521205,0.002277356,0.010950708
0.015919082,0.004129602,0.004155178
0,0.001265841,0.028344307
0,0.037480302,0.013651681
0,0.32419917,0
0.015851896,0.003001671,0.01280624
0.020911546,0.007614932,0.29089823
0.010626614,0.000153044,0.028710933
0.010581343,0,0.016899023
0.010568432,0.03689512,0.02984932
0.030936174,0.003130578,0.013472656
0.005282458,0.003975197,0.000748724
0.010626626,0.002066179,0.04000917
0.015886717,0.002184728,0.00539134
0.004843015,0.008669063,0.039127342
0.03186417,0.000294435,0.19539936
0.010600298,0.004566536,0.04881753
0,0.014514172,0.016635207
0.005297958,0.010310252,0.016739009
0.005309829,0.00412416,0.01550448
0.010593506,0.00272962,0.08045693
0.01574807,0.037033536,0.019392923
0,0.15753934,0.09112642
0.01061554,0.00192087,0.041474093
0,0,0
0.005303358,0.054369833,0.10947594
0.00530992,0.050640054,0.15429202
0.015938513,0.00833576,0.011362995
0.005307922,0.3327508,0.5782312
0.00529875,0.006981302,0.07539196
0.01060572,0.012350717,0.023223473
0,0.13692126,0.002607671
0,0.033433333,0.041647676
0.010607353,0.005746303,0.030946154
0.010512861,0.005643877,0.05986727
0.026548365,0.006520376,0.001028704
0,0.006024333,0.022249859
0.015899349,0.003329007,0.03561018
0,0.04102961,0.046497498
0.021135446,0.018313233,0.093279995
0,0.008458797,0.23837039
0,0.06231307,0.003458554
0,0.007308274,0.029303638
0.005289176,0.008136913,0.030362828
0,0.14167312,0.008710144
0.005310553,0.09260107,0.06734591
0.005314129,0.000280793,0.07354762
0,0,0
0.01050246,0,0.04900228
0,0.013162199,0.047710016
0.005308692,0.001278944,0.04183961
0.015872186,0.019526474,0.029650716
0.010621633,0.003479315,0.039097484
0.010256242,0.04200976,0.040285997
0.010575727,0.000314676,0.09606425
0.020869775,0.048259642,0.0324885
0.01593209,0.003223836,0.05607096
0,0.006741133,0.006249072
0,0.011190879,0.13490275
0.01054386,0.02067047,0.00177196
0.021209087,0.080933206,0.14240822
0.025861846,0.020493183,0.001114493
0,0.008497529,0.055715736
0.005308017,0.065118045,0.03878445
0.01060289,0.023067543,0.02131771
0,0.10321902,0.030696305
0.015897285,0.13434532,0.02543011
0,0.016124867,0.17709395
0.010471033,0.018035354,0.016656885
0.005303824,0.004509688,0.03739022
0.005302608,0.027384525,0.017641218
0,0.22101699,0.22510025
0,0.44481492,0.11867398
0,0.009269494,0.050088372
0,0.21778831,0
0,0.005885602,0.022609822
0.061172567,0.008099241,0.033784863
0,0.002125112,0.001347877
0.00528699,0.11036909,0.003074297
0.01061043,0.006094754,0.009589436
0.02112718,0.015978163,0.025555018
0.005261939,0.4934618,0.24258222
0.025830388,0.53958124,0.1260686
0.01054886,0.0128091,0.000933505
0.015927266,0.019359948,0.034782108
0.005309182,0.004987183,0.04326591
0.015928447,0.08817585,0.06006166
0,0.003361651,0.013251466
0.005247035,0.001217297,0.040487494
0.005308212,0.005608691,0.014926712
0,0.000128533,0.06908243
0,0.004072997,0.044314336
0.005315246,0.005772209,0.032208927
0,0.03791931,0.04320005
0,0.001928597,0.014064254
0.005250245,0.012199208,0.028027778
0,0.16118896,0.12246849
0.005295771,0.001951719,0.00903453
0,0.039751306,0.03100607
0.010560764,0,0.049708158
0,0.008539539,0.053502552
0,0.08415494,0.17446253
0,0.28230017,0
0.005292339,0.004369219,0.022523042
0.01592125,0.16610731,0.053609706
0.031785235,0.24104099,0.008202998
0.026474725,0.17205523,0.003584881
0.021253414,0.025268123,0.06911783
0,0.021242822,0.07485842
0,0.14301515,0.05547001
0.01587076,0.008723164,0.03395
0.010196309,0.4677153,0.09094684
0.005311768,0.23146674,0
0,0.000902138,0.06220543
0,0.004106612,0.009190467
0,0.35463518,0.16586767
0.005265518,0.27804446,0.05180394
0,0.005373564,0.015080922
0.015932376,0.016142262,0.00749406
0,0.013319423,0
0.010495431,0.31991827,0.06306674
0,0.007058363,0.025291594
0.015341446,0.001117535,0.018061062
0.01062208,0.023767296,0.045409787
0,0.005825609,0.07738271
0.005276274,0.004327533,0.026676202
0,0.004610717,0.0800171
0.005315551,0.035565395,0.07240127
0,0.028313685,0.20798305
0.025582453,0.001615554,0.04728414
0.010577218,0.036076702,0.077118434
0.010617463,0.001744265,0.007107507
0,0.025995819,0.00641495
0,0.09126704,0.010457558
0.005306225,0.008414634,0.019519597
0.010621261,0.035456758,0.019608036
0,0.03221784,0.07134553
0.005313233,0.001597675,0.010852642
0.005309841,0.007053416,0.005816724
0.021207903,0.15373474,0.011283028
0.010347853,0.08368677,0.13076214
0,0.00143814,0.039964795
0,0.003917023,0.048334632
0.010607573,0,0.019072352
0.021153303,0.01021741,0.011442124
0,0.000812732,0.007354147
0,0.003805628,0.060019426
0,0.01749542,0.015680442
0.010597874,0.00449708,0.01468486
0.005311796,0.002330877,0.02080778
0.005222382,0.018260708,0.10021462
0,0.000706834,0.01820487
0,0.001783118,0.0790453
0.005154757,0.022149714,0.4971436
0.015920563,0.013600334,0.083206564
0,0.042537585,0.016261963
0,0,0.11862725
0,0,0
0.031741407,0.003165118,0.012203336
0.005311146,0.00793294,0.029321203
0.01005282,0.001949607,0.04751571
0.010605931,0.007597604,0.15678173
0,0.04308812,0.083119415
0.005298822,0.000500603,0.009261583
0.005315269,0.022094723,0.13763452
0.010487936,0,0.07700652
0.021189963,0.01062762,0.010902589
0.021258485,0.2540924,0
0.005314544,0.257993,0
0.005310987,0.08275295,0.07877619
0,0,0
0,0.004203728,0.019120764
0.005311418,0.07362935,0.01144472
0.005307194,0.001724383,0.005078221
0.010410355,0.002131471,0.17592496
0,0.02463095,0.028286826
0.005313229,0.017633535,0.0145807
0,0.003040917,0.021528887
0.010508996,0.3407225,0.08087549
0.010611694,0.56784415,0.016929694
0.005282822,0.000661242,0.042085253
0.010490966,0.000203026,0.046785586
0.005310694,0.005453615,0.06620743
0.020870415,0.02315221,0.06713037
0.005302447,0.023250848,0.007021636
0.005309075,0.19557063,0.062171966
0.005310931,0.11124921,0.1205744
0.00531205,0.005623979,0.019727562
0.02618318,0.2210677,0.22264503
0,0,0.25723127
0.00531105,0.007027785,0.099927254
0.01062862,0.030584246,0.1264502
0.021250373,0.38345498,0.13462526
0,0,0
0.01592709,0.33888027,0.34742147
0.010596871,0.08591988,0.41219252
0.00531179,0,0.013260018
0.005310744,0.20723586,0.065643564
0,0.06742436,0.023411492
0,0.003456242,0.000794989
0,0,0.016660813
0,0.40569556,0.039533492
0,0.019153325,0.049538307
0.005306886,0.099666126,0.13889629
0,0.38201284,0.075661905
0,0.017005675,0.022522809
0.025848623,0.054067064,0.12092562
0.005294948,0.19154574,0.13131472
0.005298824,0.01726096,0.032116126
0.021031853,0.04406289,0.022010984
0,0.01682925,0.021025203
0,0.001106873,0.19438584
0.01062828,0.007822469,0.04946891
0.015846228,0.002167124,0.047186714
0.010256852,0.20217647,0.045133732
0.01043372,0.039450955,0.111173466
0.010601902,0.08609307,0.007689911
0.005312519,0.01287964,0.003308166
0.005308766,0.07925019,0.001023185
0,0.20821749,0
0,0,0
0.015684474,0.003131386,0.012784624
0.010537349,0.036741696,0.015668785
0.010614241,0.20376934,0.039378386
0.005292733,0.017869417,0.030478843
0,0.005681607,0
0,0.001593312,0.089211844
0.005291298,0.04780263,0.05016369
0.036705725,0.002913684,0.00539258
0,0.024435299,0.13549972
0.005256204,0,0.14821617
0,0.07445191,0
0.015902137,0.1835809,0.045059092
0.04139839,8.68E-05,0.03754773
0.029813474,0.003520868,0.012525407
0.021109533,0.027173162,0.038386386
0,0,0.00680705
0,0.000249847,0.036366694
0.005280579,0,0.040084876
0.015864724,0.004622357,0.017202368
0,0.039940353,0.46322182
0.005310227,0.19423905,0.031700734
0.005308332,0.020728335,0.059667476
0.005315232,0.02047941,0.06336718
0,0.001576457,0.001820129
0.030532947,0,0.2770494
0,0.006140566,0.019436346
0,0.012890675,0.023737522
0,0.002793694,0.001567574
0.005282088,0.36563247,0.12490064
0,0.07771761,0.05831019
0.010629947,0.005031765,0.5102923
0,0.00021166,0.3373687
0.005293283,0.000198905,0.016859371
0,0.11244553,0.002276354
0.010621615,0.39578894,0.27487853
0.015801528,0.043728713,0.08926693
0.026037294,0,0.11989429
0.03636366,0.03748428,0.013185335
0,0.002247498,0.1349383
0.005285991,0.003907795,0.019408327
0.005223222,0.002747517,0.04886506
0,0,0.031869672
0.005315134,0.5685832,0.2560659
0.005310587,0.002253498,0.13173631
0,0.002613663,0.19500932
0,0.012425565,0.019883713
0,0.012701445,0.050586224
0,0.045399766,0.08924943
0,0.002495572,0.017256187
0.010604401,0.35982084,0
0.026440704,0.000269807,0.029983964
0,0.004262988,0
0,0.04132744,0.017850757
0.00503803,0.014616653,0.002055749
0.021136073,0.005464055,0.001559729
0.015834745,0.004807662,0.049790744
0,0.011014158,0.34068444
0.14369103,0.17695536,0.16643505
0.01568321,0.015129296,0.033668164
0.010621912,0.002002762,0.011028836
0,0.18529794,0.040817868
0.005311783,0.008329329,0.05203967
0.008804682,0.000617054,0.15528433
0,0.27432123,0.16666423
0.005297098,0.58514917,0.16763641
0,0.4352937,0.1371776
0,0.13906932,0.13452798
0,0.6098746,0.10536516
0.005245068,0.096197136,0.07423491
0.005209534,0.26806098,0.05841236
0.005315082,0.002597867,0.2056998
0.005193242,0.26983607,0.14856333
0,0.03735653,0.021989105
0.021065876,0.007699579,0.015021657
0,0.37528068,0.13712116
0.015626566,0.017237978,0.014745819
0,0.04297671,0
0,0.030491916,0.003244455
0.015705863,0.001060416,0.085124165
0.026333846,0.008000014,0.06333174
0.010618814,0.039440263,0.105877064
0,0.007958449,0.05757951
0.010608383,0.008902724,0.072330944
0,0,0.0032331
0.005298511,0,0.03352191
0.015801819,0.025292069,0.047074895
0.005313154,0.07841496,0.031628385
0.005065353,0.001696744,0.010135841
0.005307426,0.005106386,0.007371231
0,0.001008366,0.03523001
0.005266159,0,0.015131192
0.015774792,0.01050813,0.03848023
0.005291228,0.07405701,0.059989117
0.005315413,0.2302229,0
0.01585131,0.11761922,0.019717844
0.021210566,0.53796494,0.015539099
0.021230383,0.00129498,0.01828244
0.01594049,0.27589506,0.19869119
0,0.000259721,0.0680566
0.015866192,0.000894393,0.13217497
0,0.3012215,0.007817254
0.0159421,0.15913744,0.13683659
0,0.05412898,0.029131414
0,0,0.13528372
0.01593936,0.055692054,0
0.015843758,0.002182474,0.020956317
0.010624828,0.6821254,0
0,0.005254973,0.013892474
0.005309098,0.020182133,0.01313835
0.005309914,0.01709168,0.06429792
0.005314521,0.1483187,0.048878763
0.010552659,0.007148497,0.03241359
0,0.001020224,0.055234876
0,0,0
0.009842938,0,0.20525193
0.005159236,0.034933392,0.017135596
0.015905822,0.004578123,0.033345737
0.00530303,0.018241856,0.04297212
0.020889696,0.000997132,0.030077672
0.005130423,1.52E-05,0.07513668
0.010512713,0.0977477,0.023138905
0,0.016802965,0.025345683
0.010512101,0.00029648,0.027657643
0.005309937,0,0.064859256
0,0.007580003,0.037841115
0,0,0.24192782
0.03180229,0.004466607,0.010997728
0.010610361,0.009979607,0.11226106
0.005309044,0.000461497,0.010629454
0.015578778,0.002844417,0.004381261
0.005313822,7.02E-05,0.12256285
0.005297496,0.110999025,0.00213309
0,0,0.18292195
0.005314915,0.32186013,0.10641811
0,0.000204941,0.053491816
0.015920931,0.14851904,0.011124929
0.010624166,0.01501829,0.22689621
0.00528882,0.023435298,0.00351459
0.021103151,0.46885538,0.16010126
0.010574327,0.0320385,0.10705969
0,0.05742386,0.041488376
0.005308302,0.017579883,0.048735768
0,0.02482797,0.26703024
0.014271321,0,0.001621362
0.005313924,0.40143898,0.040110655
0.01567971,0.006445386,0.06318993
0.005309834,0.095638365,0.04313721
0.01568153,0.001606545,0.041874286
0.005160567,0.007507369,0.045404453
0,0,0.05763454
0,0.008862232,0.08850281
0.026503967,0.09751296,0.20394628
0.020986544,0.12753722,0.14174044
0.0211682,0,0
0.005308864,0.021482123,0.028030565
0.03142021,0.015406773,0.19276422
0.010482489,0.005399387,0.048261765
0,0.014147379,0.025300466
0,0.020279277,0.08945488
0,0.053034175,0.08990099
0,0.023301294,0.039541833
0,0.001286311,0.008563862
0.00531269,0.22270663,0.19400272
0.005288184,0.0075768,0.014433668
0,0.08553881,0
0,0.002129018,0.006777844
0.010621825,0.00319649,0.069380544
0.014996316,0.008696959,0.052932914
0.015741568,0.050709054,0.08563152
0.005312968,0.021350747,0.06349319
0.005315861,0.47926846,0
0.010352672,0.004817826,0.005107343
0.031713687,0.02321286,0.016704809
0.005311068,0.004252608,0.027296646
0.047138028,0.028854303,0.052970883
0.01592271,0.000696107,0.1758706
0.015904203,0.074612886,0.11776211
0.010576496,0.003631418,0.055246096
0,0.013794513,0.05043483
0.01054534,0.052551277,0.09728086
0,0.032018024,0.02408564
0,0.02649323,0.011588849
0.00522339,0,0.051575404
0.005281933,0,0.005872761
0,0.006184975,0.02345861
0.015717428,0.011262143,0.025795443
0.005309066,0.001775376,0.024810636
0.005293092,0.11131694,0.014230997
0.031764347,0.1796773,0.41944197
0.015507569,0.041928984,0.01683062
0,0.010996378,0.048863746
0.010562711,0.000496534,0.021383245
0.010531742,0.02989717,0.019669315
0,0.008020418,0.21872285
0.010608318,0.002180015,0.008301672
0,0.011966064,0.023450749
0.04696299,0.110499986,0.39236543
0,0.06941736,0.12658319
0,0.004929005,0.05179654
0.005309945,0.005230432,0.13619179
0.005167435,0.005642108,0.04173363
0.018201478,0,0.087603986
0,0.04938267,0
0.010546356,0.010642553,0.13111238
0.005242873,0.019456672,0.021695845
0.010612663,0.001635764,0.004371705
0.00526395,0.091767065,0.010532226
0,0.1606402,0.2371624
0.015824856,0.015063064,0.007565003
0.010628315,0,0.06779736
0,0,0.08322031
0,0,0.019516736
0.005313854,0.013176802,0.073724195
0,0.002941519,0.000503067
0,0.000190171,0.02972743
0,0.13704056,0.21942891
0,0.03157021,0.052351426
0.005313692,0.016442165,0.1127348
0,0.002898001,0.026075458
0,0.01287079,0.017284947
0.005310674,0.02482656,0.24963883
0,0.007255317,0.07136827
0.005312394,0.015126632,0.020601245
0.042384747,0.01831743,0.06379351
0.005238717,0.011584456,0.10727794
0.025521679,0.008858026,0.001243114
0.005313039,0.00304763,0
0.010595215,0.07761224,0.22788318
0,0.007190433,0.03818121
0.005309474,0.061768916,0.00013843
0.005291458,0.108635046,0.000443972
0,0.032214846,0.01835293
0,0.34457648,0.05134255
0.01546283,0.07627309,0.05285242
0,0.005865446,0.06433197
0.005313789,0.26535708,0.06211722
0.049645115,0.040439475,0.3150313
0.02114459,0.03619846,0.015304347
0.010610851,0.17083278,0.7130318
0,0.00611547,0.059616726
0.015299872,0.006534517,0.056462903
0,0.015795588,0.05232019
0.01059787,0.019513804,0.001809841
0.005293115,0.5229996,0.20873754
0.010621795,0.18021135,0.07077828
0,0.0384532,0
0.06277687,0.003486385,0.12243063
0.010587638,0.37319332,0
0.005300729,0.14275722,0.16747124
0,0,0
0,0.19467977,0.05802847
0.02126221,0.08782467,0.23508884
0,0.35131237,0.20889853
0,0.27757186,0
0.005314997,0.02893367,0.39636463
0.010624936,0.3677553,0.34824648
0.00531579,0.1870391,0.15359606
0.010619761,0,0.12866428
0,0.32604814,0.2955292
0,0.025081493,0.37212574
0.005264727,0.07892888,0.050103378
0,0,0
0.005310403,0.19818525,0.67797697
0,0.25364354,0.16953388
0.01587169,0.013664381,0.00220109
0.005301355,0.000905757,0.02267747
0,0.008618699,0.027959112
0.010600165,0.002194174,0.032139484
0.010629721,0.007950474,0.23899342
0.01053499,0,0.22561304
0.005315131,0.035275392,0.26415923
0,0.010756484,0.32673442
0,0.22854151,0.004103491
0,0.004994766,0.007299389
0.005308267,0.014761413,0.04136223
0.005313592,0.003088672,0.016093656
0.010549542,0.17650054,0.17602213
0,0.0032586,0.009724646
0,0.001952863,0.028540604
0,0.024607934,0.025822151
0.03489386,0.002552745,0.046046857
0.005313057,0.000937667,0.017036848
0,0.011508574,0.07257807
0,0.001808223,0.045088902
0.010622403,0.04327825,0.011045438
0.010385706,0.017247483,0.028251773
0,0,0.09706405
0.010586355,0.013218806,0.040193878
0.005304688,0.62634397,0.03756796
0.010483588,0,0.10962652
0,0.00089108,0.023315864
0.005314328,0.005157265,0.04890142
0,0.044568572,0.036665834
0.01591632,0.028298045,0.09395759
0.015491302,0.12573513,0.048527118
0,0.001773318,0.038847703
0.010608715,0.003405567,0.03742326
0,0.002218262,0.056845825
0.020997291,0.1414165,0.048148233
0,0.000245911,0.07004729
0,0.052129023,0.003738435
0.005313466,0.06703715,0.014225022
0,0,0
0,0.09021804,0.28922638
0.015886068,0.11652487,0.091964774
0,0.4236974,0.48308778
0.01055698,0.03406659,0.037556272
0.01037096,0.02267884,0.13178138
0.026363907,0.040460903,0.009769719
0,0.001420565,0.009282907
0,0,0.003760673
0,0,0.013633269
0,0.037507392,0.043288797
0.004588342,0.024258412,0.08091807
0.010577036,0.003773004,0.06554276
0,0,0
0.010619556,0.075005755,0.001803266
0,0.0676475,0.04377698
0,0.011515073,0.04827839
0.005312514,0.021996781,0.06623796
0.010610078,0.11717189,0.00916122
0.010404773,0.024052355,0.020844052
0,0.046709698,0.03279438
0.005287821,0.010693018,0.100896485
0.021231543,0.00885175,0.00854956
0.005282191,0.044177584,0.052515317
0.015917746,0.029227687,0.08728808
0,0.001520292,0.041615058
0,0.006415019,0.023627397
0.005308155,0.019942777,0.043435514
0.010590408,0,0.06908538
0.005315727,0.001083614,0.19343664
0.015889162,0.001595341,0.015947089
0.010612087,0.004996928,0.023956526
0,0.115052976,0.13045006
0,0.002538766,0.03371856
0.02111076,0.003763717,0.00551676
0.005305738,0.008455073,0.023009868
0,0.012207884,0.14371546
0.005295541,0,0.009498754
0.005304521,0.40517274,0.09949517
0.005313318,0.12592271,0.22140922
0.00530047,0,0.08397444
0.005305956,0.034103874,0.110912144
0,0.020488473,0.08975512
0.005313891,0.17229593,0.06036996
0,0.006590442,0.018673021
0.010211219,0.012483994,0.094211206
0.01590455,0.2028433,0
0.005301117,0.11841914,0.038830142
0.021238158,0.003385181,0.01889106
0,0.030660706,0.0569201
0.010603236,0.025600784,0.025421612
0.01062029,0.008214809,0.1639564
0.005230903,0.08604547,0.076563336
0,0.12249882,0.18152414
0.005308117,0.004792614,0.001805045
0.005307447,0.01690938,0.044137888
0.010608285,0.000718364,0.05353548
0.005316124,0.07917476,0.2102395
0.005315817,0.002503983,0.10936223
0.005244511,0.000407239,0.028303828
0.026407013,0.002580662,0.017536778
0.005304882,0.013185857,0.003718463
0.005307782,0.00639182,0.033343002
0,0.078327425,0.1099849
0,0,0.042675454
0,0.0034031,0.035121318
0.010489528,0.08072311,0.04368327
0,0.031593777,0.32399258
0.010619109,0.049018465,0.006012238
0,0.000245544,0.028552443
0.01058016,0.009908757,0.103640765
0.015849292,0.00591034,0.027937721
0.005142399,0.033078622,0.046453454
0,0.003766269,0.04130183
0.021208772,0.01876347,0.026855774
0,0.007050152,0.015069106
0.01593349,0.05593093,0.2567647
0.005310146,0.25726247,0.085059345
0.020799424,0.014647902,0.055610675
0.005302437,0.038719088,0.07039011
0.015827384,0.003217089,0.03098377
0.005302428,0.004706838,0.016534926
0.015902685,0.00187113,0.06098901
0.015925145,0.040605243,0.034819797
0.015888913,0.015582842,0.04482131
0.005168974,0.004330897,0.080278166
0.010615185,0.13889599,0.053864576
0,0.00055346,0.018700577
0.021031186,0.124024786,0.13083264
0.030897003,0.002931282,0.022616446
0.03087644,0.000531114,0.13028416
0.015777655,0.0024066,0.009410784
0.031586282,0,0.10209655
0.010624731,0,0.036757015
0,0.001409143,0.00969859
0.015602401,0.004744411,0.08549965
0,0.04179742,0.03488112
0,0.010617326,0.03260322
0.00531428,0.013718599,0.042623844
0,0.002501997,0.009935414
0,0.03301338,0.017191848
0.015914852,0.006642412,0.03782826
0.005308676,0.31567428,0.188901
0.00531374,0,0.018734299
0.005313495,0.310459,0.1008102
0.02105826,0.010665309,0.11462942
0,0.004333695,0.012001691
0,0.003095537,0.006909196
0.010595491,0.22880015,0.52513415
0,0.014510826,0.015691116
0.010628682,0.1742002,0.32325158
0,0.003773468,0.006906499
0.005304507,0.004550315,0.003250347
0.010548276,0.000404423,0.016530484
0.015815208,0.033479176,0.08057898
0.01062353,0.1253203,0.041371364
0.015766893,0.000738899,0.07721037
0.015588539,0.002613401,0.06779759
0.005311735,0.004306862,0.030037696
0,0.41038704,0.16811082
0,0.053895645,0.20755431
0.010620202,0.014725011,0.03963562
0.015665295,0.16873412,0.08362681
0.02108714,0.005767673,0.011658244
0.01576399,0.05620853,0.104939006
0,0.020296078,0.065575294
0.005307938,0.004938672,0.052080248
0.005308178,0.005411406,0.07876978
0.005308416,3.20E-05,0.007809066
0,0.4768046,0
0.005308636,0.020226637,0.005238147
0.005300808,0.023608766,0.001939874
0.005315553,0.010233071,0.06033091
0,0.085585006,0
0.010547307,0.07987,0.015519707
0,0.5845091,0
0.005315044,0.26625976,0.21229133
0.015602094,0.03300012,0.019206401
0,0.042054385,0.021053618
0.015899278,0.16921076,0.17956275
0.005299292,0.002338652,0.003929275
0,0.003413088,0.026945978
0.005274708,0.063911624,0.15267348
0.010627436,1,0.23358493
0,0.004650776,0
0.037137706,0.003945789,0.09622691
0.015851693,0.113009095,0.16033638
0.005289418,0.006293655,0.046416763
0.009589393,0,0.028594496
0.00526139,0.004192222,0.015792776
0.010608641,0.00602306,0.08985152
0,0.002378463,0.006003836
0.005310374,0.001452658,0.012185187
0,0.2488938,0.085613884
0,0.023382533,0.03764694
0,0.015564685,0.0052149
0,0.00061449,0.017581115
0,0.07126426,0.013629333
0.005311488,0.19500348,0.004753587
0.015731081,0.008691442,0.03425945
0.010287459,0.04534875,0.024821764
0.010584696,0,0.05279389
0.010617684,0.019109083,0.037844785
0.005311343,0.012033263,0.02898089
0.005304109,0,0.000298939
0.010618466,0.1045475,0.01743885
0,0,0.00922178
0.010582636,0.09041579,0.15610537
0.005210029,0.012555314,0.000878856
0.05759922,0.003073114,0.020035198
0.021155795,0.11374673,0.051015474
0,0.13925934,0
0,0.007040409,0.000149313
0.036980715,0.000966402,0.06941409
0,0,0.040886592
0.020512,0.03664443,0.029698152
0,0.025259629,0.031614464
0,0.12010182,0.33951873
0.01058369,0.47905153,0.13416223
0,0,0
0.005304529,0.003924143,0.007945221
0.005282705,0.004740477,0.002105452
0.00961593,0,0.06657688
0.010621008,0.006166873,0.002097681
0.005305205,0.006285302,0.019032305
0,0.000627595,0.073151566
0,0.08736069,0.0072701
0,0.004320965,0.035780434
0,0.03519006,0.035439063
0,0.25566298,0.017955314
0.031413503,0.008035201,0.005571833
0.010586431,0.006625569,0.061717577
0.010596581,0.036952373,0.20823038
0,0.000538333,0.031281773
0.010472753,0.02842739,0.14288805
0,0.62955856,0.21006434
0,0.01722562,0.005175702
0.0255955,0.06540402,0.02502165
0.005299626,0.001744825,0.014646494
0,0.006774344,0.003785498
0.010591698,0.02940358,0.15307681
