MF: BRCA,METH: BRCA,GE: BRCA
0.015823185,0.024397787,0.049018394
0.005301613,0.000221853,0.081975415
0.031066265,0.015127005,0.07341207
0.005270524,0.000969301,0.03442401
0.005311969,0.019574132,0.047968242
0.026404256,0.10220071,0.10364074
0.031759184,0.08137028,0.043825492
0.005161536,0.007467203,0.08389898
0,0.004934687,0.09869345
0.046752356,0.018036583,0.13632135
0.005256357,0.34683993,0.15357606
0,0.36508054,0.06952488
0,0,0
0.010613362,0.003883336,0.07048484
0,0.023475269,0.15164463
0.005296989,0.30749646,0.4023466
0.005286401,0.004301888,0.0897745
0.021162387,0.003616455,0.029448098
0.0264631,0,0.1424559
0.010625578,0.19526948,0
0.005310689,0.5952608,0.14363116
0,0.023154883,0.034580432
0,0.01116593,0.05935136
0.010619269,0.062831275,0.17039466
0.010614503,0.31320277,0.09832587
0.005309634,0.003530798,0.19157879
0.031682428,0.1185722,0.041092757
0,0.10814399,0.056327794
0,0.003434072,0.044768248
0,0.000605609,0.077976696
0.005311145,1.04E-05,0.06735898
0.026502153,0.001567198,0.25517488
0.01578412,0.4429739,0.10726223
0.02645183,0.02062278,0.05510232
0.005305219,0.11433047,0.006656157
0.005315359,0.22893766,0.14329715
0.010618367,0.08893592,0.26067722
0,0.017505096,0.11877054
0,0,0.41962865
0,0.13511622,0
0.005311173,0.22336966,0
0.005307769,0,0.20476127
0,0.09596849,0.13234152
0.005287541,0.1956619,0.26353228
0,0.0695821,0.24594927
0,0.19686735,0
0,0.3906778,0
0.005310919,0.021715889,0.04891945
0.01059339,0,0.07724596
0,0.21290983,0.14008686
0.005307586,0.14284839,0.509774
0.010616245,0.16392437,0
0.015766513,0.002341198,0.01287918
0.005310332,0.004215756,0.031626493
0,0.003081095,0.021732222
0,0.019265935,0
0.031563967,0.003078333,0.035184886
0.026268026,0.21666257,0.1930471
0.005308971,0.016048081,0.14700758
0.010488128,0.24222127,0.10137327
0.005267791,0.000609179,0.022076517
0.005136589,0.003888118,0.055519514
0.005306291,0.000554789,0.03489823
0,0,0.06949815
0.005309956,0.06139298,0.79334974
0.005310607,0.07297422,0.5635753
0.005313359,0.016423872,0.7225507
0,0.5820394,0.70515645
0.005170934,0.21641725,0.051445104
0.005298584,0.25232083,0.060075462
0.005313895,0.007936665,0.037577607
0.005299734,0,0.002489759
0.005315125,0.009494349,0.002243772
0.010598525,0,0.08834045
0,0.5231314,0.37215608
0.021068346,0.09844268,0.21159878
0,0.18100785,0
0,0.012802147,0.094354905
0.005265435,0.4820081,0.26133886
0.015910031,0.40000147,0.25727403
0,6.26E-05,0.06799831
0.02124255,0.000523315,0.023894398
0,0.0008343,0.02946867
0.005287314,0.000341082,0.06912571
0.015824148,0.021159902,0.013471361
0.005306028,0.049064413,0.19574551
0.005312867,0.17909865,0.5551147
0,0,0.20417312
0.005250697,0.008228388,0.06087105
0.005270841,0.003064368,0.066124596
0,0.003080044,0
0.01565294,0.024904754,0.043038603
0.010614078,0.05117281,0.44866973
0.005295662,0.13308895,0.037754435
0.010622556,0.002736387,0.03208496
0.005313216,0.10798211,0.17942014
0.010496302,0,0.31007534
0.015912408,0.08109324,0.22296643
0.010579003,0.36693484,0
0.015911875,0.20633382,0.047807854
0.005307297,0.14666164,0.061109584
0.004919417,0.009695837,0.36764613
0.005309929,0.060032394,0.38315699
0.015715728,0.001103936,0.36314073
0.010520987,0.08531456,0.43544212
0,0.71620053,0.35040843
0.005310158,0.12929414,0.008645033
0.005310908,0.13016371,0.6464096
0,0.39765927,0.1389347
0.005314713,0.2628733,0
0,0.04121194,0.36104777
0.015622335,0.10124534,0
0.010609116,0.0832412,0.03352042
0.010628539,0.007911907,0.026102152
0.00496293,0,0.053025153
0,0.00490147,0.010575308
0.031571895,0,0.005019938
0,0.003974242,0.06697726
0,0.008750078,0.014253349
0,0.003363401,0.02589154
0.005311897,0.003930942,0.04604866
0,0.11686639,0.014139866
0,0.023713911,0.019039156
0.010607103,0.005870003,0.041173205
0.042054545,0.010194979,0.002979741
0.02092025,0.12932715,0.49195057
0.004729355,0.4902049,0.26812452
0,0.1808263,0.4476393
0.01054753,0.051819786,0.016703196
0.021049965,0.003199774,0.08306136
0.015909122,0.48499647,0.000109056
0.005313229,0.16458087,0.035870396
0.02094766,0.003736433,0.029974453
0,0.038461983,0.008647759
0,0.064465195,0.09881874
0,0.001985552,0
0,0.044487588,0
0,0.40280375,0
0,0.009492133,0
0.005301151,0.042475313,0.006996363
0.005314865,0.08401751,0.026888704
0.005311427,0.013124058,0.17052867
0.010600713,0.13857399,0.033300232
0.005293713,0.052305307,0.117034115
0,0.006714183,0.08010636
0.005300653,0,0.06984058
0.005297374,0.006253107,0.073984325
0.005305024,0,0.017550496
0.005202472,0.000675255,0.0670488
0.005309089,0.005280687,0.007037879
0.021211963,0.028797373,0.091415934
0.010553316,0.05042073,0.001894116
0,0.00405107,0.0879675
0.005306992,0.035771664,0.12434546
0.005305099,0.003147477,0.082753494
0.010400907,0.07567378,0.32285586
0.010582732,0.28177145,0.22798732
0.02102431,0.35528773,0.037513845
0.015922377,0.2975294,0.014491298
0.00530852,0.13563061,0.07572508
0.005313805,0.009074873,0.004612662
0,0,0
0,0.1270302,0.047188137
0.010617242,0.25300965,0.28346962
0.005280458,0.088445805,0
0.01592319,0,0.06434868
0,0.026624275,0.15585217
0.005312615,0.1349779,0.05729642
0,0.3872449,0.002198313
0,0.2613283,0.025882123
0,0.23850274,0.04951808
0.005304528,0.49743932,0.019152725
0,0.026363082,0.34037125
0.015867209,0.14542638,0.116102844
0.057584044,0.04058016,0.14266907
0,0,0.010250137
0.015644055,0.00209711,0.016851809
0.015917351,0.01273333,0.00820603
0,0.026257608,0.17526394
0.005313409,0.003143377,0.012647856
0.010095271,0.010884884,0.09956457
0,0.001790761,0.06312782
0.005309086,0.06403421,0.020605484
0.052177563,0,0.06903874
0,0.052778587,0.026104309
0,0.29584667,0.079930276
0.015813623,0.15749373,0.09840224
0,0.012109257,0.06700298
0,0.13504384,0.1101821
0.010503428,0.001118132,0.01656195
0.005186791,0.05525729,0.16221131
0.021091597,0.008398273,0.034885373
0.00530523,0.08269648,0.01631636
0.005305908,0.20265575,0.024147797
0.020970758,0.18259606,0.20570941
0.005304689,0.01692396,0.08751132
0.015940169,0.09232138,0.13954978
0.005315395,0.002820235,0.04984191
0.005310195,0.001498025,0.122066624
0,0.042110562,0.107029736
0,0.010325109,0.08171841
0.015751328,0.005021571,0.11524981
0.005291833,0.1293588,0.2577037
0.005305201,0.23888643,0.001432659
0.005301265,0,0.27825
0.026341837,0.008622459,0.10858298
0.010565266,0,0
0.00528161,0.003167415,0.025289875
0.052514147,0.13600673,0.16850291
0.02651684,0.2442162,0.26352882
0,0.081138626,0
0.0106255,0,0
0.010620448,0.19219215,0.16827452
0.005313718,0.23387638,0.22391914
0,0.07653744,0.10604227
0.005315629,0.18677555,0.055157688
0.020964116,0.17961414,0.19617353
0,0.17738312,0.10848772
0,0.5284474,0.12692508
0,0.000999184,0.108937986
0.01570854,0.003496106,0.5675324
0,0.12786935,0.21076237
0.026521357,0.22329299,0.16791032
0.005311518,0.22660187,0.015513325
0,0.1380866,0.08195149
0.005314758,0.003411746,0.040925626
0,0.1950965,0.14229318
0.01592676,0.001899774,0.043678336
0.005305537,0.002799528,0.028717386
0,0.001906634,0.010382582
0.005303263,0,0.03118798
0.010472306,0.00435209,0.06389851
0.0053066,0.07235548,0.17673399
0.010553109,0.07891341,0.18064861
0.01593837,0.003392719,0.013470886
0.021198729,0.004442545,0.12779696
0,0.006311833,0.06928505
0,0.00219637,0.07220533
0.005313765,0,0.036388777
0,0.030305566,0.030448135
0.005311149,0.29302695,0.050872244
0,0.001354371,0
0.005274366,0.000496563,0.017283332
0.015908714,0.00221229,0.020449376
0,0.038845986,0.055250753
0.01568457,0.002866611,0.057388853
0.02650392,0.29430917,0.005021976
0.010510186,0.2146306,0.33516562
0,0.120801106,0.2043823
0.026518505,1.95E-05,0.30088368
0,0.004357388,0.35967004
0,0.003110881,0.21095785
0.005293364,0.003730553,0.14354056
0.005307615,0.00199835,0.03318646
0.005309949,0.024200996,0.14685346
0,0.003799178,0.034354895
0,0.04598673,0.22574067
0,0.065751374,0.09898028
0.005247306,0.007710045,0.15174234
0,0.11741255,0.12692699
0.015921101,0.010157223,0.30339834
0.00529294,0.04037301,0.13663392
0,0.002191916,0.030020177
0.010629251,0,0.05724246
0.036780197,0.011867221,0.2705937
0.005312954,0.030274604,0.32408762
0,0.009335775,0.011290154
0.03682646,0.001785198,0.015869403
0,0.003492341,0.059387833
0,0.010276951,0.20482598
0.005306134,0.018346546,0.014581137
0.01055081,0.009053363,0.07720324
0.015827952,0.000313178,0.046150293
0,0.115913354,0.099216364
0.021109678,0.2570329,0.17563303
0,0.053524617,0.031397965
0,0.003246399,0.039849468
0.005298375,0.002815632,0.052641436
0.005293397,0.005164556,0.07780737
0.015800076,0.002640269,0.1742096
0.025799014,0.028739676,0.10867924
0,0.024152478,0.001648239
0.021166926,0.53477466,0.17777209
0.010591873,0.4983839,0.06884314
0.010597272,0.23724507,0.07158877
0,0,0
0.010611834,0.007568587,0.17730792
0.005296441,0.18873341,0.13700616
0.010433572,0,0.06814988
0,0.05769324,0.49175262
0.010618305,0.19313931,0.3075922
0,0.18777288,0.2716473
0,0.059308134,0
0.005313243,0.2201232,0.30657887
0,0.30258256,0.22929846
0,0,0
0.01519828,0.22579272,0.17929098
0,0.19175212,0
0.021128714,0.2208193,0.15060253
0.005290393,0.083289154,0.042016417
0.005286304,0.003313723,0.200457
0,0,0
0.005293201,0.00419947,0.038126033
0,0.009559439,0.05635193
0.005303558,0.03769433,0.06985075
0.015919765,0.001170547,0.002132121
0.015824255,0.019260703,0.08374126
0.005208948,0.30227643,0.45657894
0.01590841,0.000220667,0.113271154
0.015708072,0.08507725,0.14588453
0.005298633,0,0.020107295
0.026530955,0,0.032091796
0.005298654,0.00729197,0.002188018
0.005297189,0.003328675,0
0.015916763,0.42853898,0.1608264
0.015890978,0.08207895,0.051795207
0.005182114,0.003005586,0.039500017
0,0.1346375,0.05042122
0,0.07151609,0.037121903
0.010616014,0.00443549,0.010540298
0.005309531,0.031122448,0.02230466
0,0.23339584,0.06108317
0.015502831,0.03406631,0.45277864
0.005264403,0.14362307,0.19227208
0,0,0.16893068
0,0.5024153,0.040703338
0,0.18826833,0.24383268
0,0.07000902,0.076335736
0.005311707,0.083799474,0.19407502
0,0.029474331,0.031899553
0,0.1420735,0.0815374
0.005307744,0.32291368,0.0085468
0,0.4197386,0.2258142
0,0.26730883,0.009661806
0.005311865,0,0.2369975
0,0.37612557,0.21576448
0,0.008800842,6.78E-05
0,0.017964832,0.033578336
0.13243902,0.002158473,0.04255817
0.005212507,0.042117212,0.006298051
0.005236804,0.007329589,0.03493244
0.0159396,0.09800562,0.061456867
0.005314514,0.002572024,0.17079209
0.021162217,0.030683376,0.19624317
0.005289756,0.019182518,0.077639125
0.021014893,0.004992972,0.022023285
0.01047706,0.000743566,0.05152926
0.005305707,0.47508845,0.07473864
0.005305628,0,0.15168084
0,0.00540797,0.15970114
0.005313165,0.033565182,0.001313624
0.015897062,0.000239425,0.03159812
0.021122908,0.116280854,0.07322623
0,0.19298251,0.28740388
0.005310489,0.53975755,0.16834395
0.01062112,0.36197862,0.019458408
0.005230227,0.015921397,0.069198415
0.021152321,0.16719998,0.09969413
0,0.44268036,0.02772086
0,0.40374422,0.13438958
0.00530007,0.07013421,0.03910444
0.010628413,0.10515244,0.025132895
0.005312834,0.024653038,0.004780795
0,0,0
0,0.048045974,0.04303546
0,0.011607187,0.16988724
0,0.13386278,0.027640287
0.015545619,0.26665702,0.2411806
0.015933374,0,0.36042964
0.00511235,0.28502896,0.049430393
0.005310888,0.024705457,0.48473638
0.015899183,0.022190783,0.09686424
0.026518691,0.050870277,0.029587856
0.005295631,0.026172169,0.044907007
0.010422747,0.04224581,0.029670859
0.00526056,0.14675689,0.4120074
0.005311815,0.002376961,0.06565433
0.005175783,0.25350887,0.051998373
0.01582972,0.026337864,0.022415305
0,0.048949387,0.08599197
0.010474463,0.093273014,0.03304562
0,0.01975842,0.11461652
0.005309466,0.14045851,0.17823328
0,0.27014405,0.61421376
0,0.000662975,0.040039107
0.015892796,0.41458455,0
0.005272377,0.0726562,0.019304913
0.010566978,0.07344598,0
0.005258189,0.040122654,0.1188507
0.010581472,0,0
0,0.02722235,0
0.005263792,0.037131835,0
0.010151163,0.11665675,0.034104116
0.00529752,0.01832027,0.07853207
0,0.006612163,0.001160774
0.005313132,0.010741385,0.05378878
0,0.32053503,0.030750118
0.015916998,0.2139557,0.18792653
0.026272079,0.06695259,0.505796
0,0.30287153,0.25414243
0.005295956,0,0.45286635
0.01593465,0.21749914,0.045036964
0.030438583,0.018572563,0.08208723
0.021101091,0.03543175,0.064600155
0.005271505,0.003394837,0.04519087
0.04581356,0.01973816,0.05006062
0.010613547,0,0.4448823
0.005284596,0,0.1386971
0,0.11095045,0
0.010527077,0.036601756,0.06356348
0.015705094,0,0.06721501
0,0.26005256,0.16466394
0.004793234,0.2947654,0.15515494
0,0.18976387,0
0.005203278,0.10563282,0.081941165
0.010231496,0.05119457,0.022186574
0,0.3290773,0.08995107
0.02089675,0.008502226,0.07576377
0.010428237,0.12830876,0.00277604
0,0.22289965,0.23855305
0.005302324,0,0.09116477
0.010596991,0.05384373,0.0682519
0.030227862,0.003056435,0.07017257
0.03665289,0.006389843,0.010168586
0.005279627,0.21154514,0.3972826
0.01059175,0.175889,0
0.00504435,0.04277892,0.11790979
0.015667532,0.29310107,0.079148315
0,0.20231795,0.070761785
0,0.10319247,0.12177669
0.01061579,0.109243475,0.048801865
0,0.004915708,0.072826184
0,0.10987308,0.5703973
0.015469065,0.10729662,0.014895294
0.005202996,0.008417853,0.000921858
0.005302651,0.025340391,0.09176174
0.010526,0.020390648,0.33926603
0.005265725,0.11147585,0.088489786
0,0.002188029,0.009474886
0.01050032,0.44837412,0.12498415
0.005314693,0.22506614,0.089630365
0,0.6778376,0.10607208
0,0.008319968,0.04854809
0,0.45175916,0.058776714
0,0.030802818,0.018596787
0,0.004166269,0.05283368
0.021143982,0.130055,0.005110137
0,0.096886635,0.003997008
0,0.3629944,0
0,0.00700903,0.058460813
0.005281239,0.009932585,0.02405647
0,0,0.053174406
0,0.06431894,0.12524198
0.005253573,0,0.019241553
0.015938,0,0.045123767
0,0.35213587,0.08392315
0,0.30033773,0.19020773
0,0.32888544,0.004031555
0.005309109,0.1409097,0.058858093
0,0.007867866,0.03519847
0.015739063,0.003343272,0.052942377
0,0.03070683,0.011475137
0.015938658,0.08764377,0.020590886
0.005308704,0.18883145,0.03984029
0.0053049,0.053708468,0.04993904
0.005082841,0.112461396,0.029604932
0.005303107,0.11646095,0.12961465
0.5126853,0.017521325,0.010561048
0,0.057636224,0.06914255
0.005183728,0.052179787,0.025271516
0.01592038,0.57378817,0.18172744
0.015655443,0.31769577,0.14378493
0.005296989,0.016283987,0.003904742
0,0,0
0.010596134,0.13674596,0.000853549
0,0.027590927,0.15159695
0.031819187,0.50594383,0.22788449
0.005309768,0.3080863,0.27653822
0.005308636,0.49804515,0.11979635
0.005312139,0.024726687,0.07922335
0.031679478,0.0645274,0.2145225
0.01573822,0.43249768,0.075863965
0.010595557,0.003494198,0.18401292
0.021091826,0.23236562,0.20959586
0,0,0
0,0.5405958,0.22572295
0.05281507,0.006819675,0.018693663
0.026254658,0.069091395,0.069676146
0.01045907,0.013866677,0.080074124
0,0.002332254,0.012312676
0.010515459,0.001312111,0.005977188
0,0.001858032,0.049594995
0.020708568,0.010834886,0.021723943
0,0.38501072,0.72589
0,0,0.84082973
0.031712484,0.5261313,0.061168607
0.015661817,0.20225075,0.20679861
0.015913682,0.029591566,0.28535372
0,0.007814027,0.023000725
0,0.060029,0.02295605
0,0.006962927,0.031914767
0.021011142,0,0.121957794
0,0.003004684,0.020920916
0,0.002688699,0.011092163
0,0.020547662,0.046828408
0,0.000786338,0.017583432
0,0.002624054,0.049164534
0.005299249,0.058232863,0.09554203
0.020866573,0.000528775,0.05589352
0.035414167,0.40794793,0.06633671
0.01584757,0.44394505,0.19263946
0,0.19484098,0.30352697
0.00529622,0.008136253,0.052575774
0,0.2728431,0.2661773
0.03179645,0,0.17543715
0.010614652,0.049913097,0.025303306
0,0.018008072,0.075462624
0.00530129,0.43521821,0.17223927
0.005296063,0,0.12445023
0,0.012139304,0.12742876
0.010606486,0.05786712,0.013301733
0.02125101,0.061377876,0
0.005297731,0.023263695,0.15358116
0.005192683,0.09724242,0.13956843
0,0.26107657,0.19199036
0.005307419,0.018774532,0.040399447
0,0.000551184,0.04392809
0.015922518,0,0.37049022
0,0.006718366,0.074157126
0.005313265,0.011541654,0.018236434
0.005315275,0,0.50877243
0,0.30875164,0.44936734
0.005304758,0.31706333,0.4986371
0,0.004926438,0.061629884
0.01051995,0.007086481,0.032284614
0.004982503,0.003267794,0.046938427
0.005310581,0.001718884,0.039109062
0.005308126,0.002217064,0.051158324
0.005303628,0.005281638,0.027613547
