A,B,C
0,0.005820439,0.049875025
0,0.044638574,0.32405064
0.030677699,0.009161518,0.09445922
0,0.0626931,0.071637884
0.030627087,0.011444036,0.05641687
0,0,0
0.02998925,0.02211608,0.005584388
0,0.007471353,0.024137652
0.030436512,0.024860963,0.018664243
0.06130006,0.24402481,0.24052764
0.030431248,0.048965964,0.48708078
0,0.012039739,0.008162756
0.060995013,0,0.1931624
0.030601978,0,0.17179044
0,0.00667834,0.026098134
0,0.000816999,0.009909095
0,0.106253214,0
0,0.07930961,0.10027634
0,0.012828389,0.053236604
0.030431267,0.006061231,0.07792165
0.030453512,0.28329074,0.2989613
0,0.25499526,0.008105227
0.059800033,0.01564736,0.04206783
0.03073851,0.040364556,0.0327227
0,0,0
0.030781318,0.3193499,0
0.030770818,0.1424014,0.040262576
0.030770727,0.038213123,0.03684389
0,0.02715515,0.000467682
0.030737463,0.027180104,0.038281254
0,0.019790376,0.03357033
0.030628072,0.013182685,0
0,0.01212347,0.060893405
0.030723196,0,0
0,0.04831326,0.15575278
0,0,0.005237463
0,0,0
0,0,0.06933142
0,0.009081022,0.12477212
0,0.27878207,0.0822362
0.030717762,0.008863137,0.056032695
0,0.4917441,0
0.09029867,0.014524964,0.01585037
0.030685952,0.000199081,0.021518676
0,0.014571435,0.23899472
0,0.082557134,0.14793177
0,0.021559121,0.05249319
0.030649329,0.009541431,0.12461252
0,0,0
0,0.061956055,0.19515757
0,0.006647304,0.003683595
0,0.029971449,0.102808386
0,0.007763299,0.08360789
0,0.003102997,0.01853225
0,0.020679155,0.00730652
0.030441156,0.18270946,0.010355177
0,0.007029302,0.03213476
0.030438147,0.09708868,0.06674287
0.030636104,0.08637219,0.003185907
0,0.002389974,0.015097538
0.030507883,0.017947886,0.020371089
0,0.20018628,0.039114382
0,0.40274453,0.30131957
0.030669214,0.00919093,0.033239864
0,0.120273195,0.02649863
0,0.011360258,0.039802447
0.030574532,0.16113776,0.09079287
0.030732278,0.04246067,0.016547153
0.061368905,0.12732457,0.009613331
0.060996357,0.004683308,0.047923252
0.02951382,0.036396433,0.014052121
0,0.000161032,0.017271256
0,0.015266699,0.00606428
0.030434804,0.02128726,0.17333134
0.030749004,0.029206898,0.03234149
0.03070331,0.015572453,0.20002675
0,0.14639074,0.08659041
0,0.07983435,0.0907479
0,0,0.029703822
0,0.004356297,0.013608739
0,0,0
0,0,0
0.030327193,0.034531645,0.006625171
0,0,0
0,0.18291558,0.3268805
0.030314954,0.159906,0.121087484
0,0.020664807,0.058806233
0,0.075302154,0.035863824
0,0.013359288,0.003094632
0,0.084845245,0.02186571
0,0.31996056,0
0,0.081920445,0.01840526
0.030620389,0.008247693,0.1134485
0,0.08322201,0.031597808
0,0.009888385,0.04279451
0.030606413,0.017618466,0.07644794
0,0.08891511,0.07214831
0,0.014613385,0.002684143
0.06077294,0.06571916,0.011471964
0,0.6135135,0.081758596
0,0.018076275,0.10791209
0.09185243,0.014904151,0.03975259
0,0.002199335,0
0,0.010777807,0.008059171
0,0.010307494,0.042353656
0,0.002941508,0
0,0.07556178,0.002040424
0.08464799,0.5445077,0.2591357
0,0.020132402,0.0521384
0.061128106,0.10839198,0.09451151
0,0.005580763,0.06526689
0,0.009431011,0.036108404
0,0.024084117,0.043094646
0.030640341,0.12426503,0.3073166
0,0.009649452,0.109740324
0.05980849,0.021871263,0.12721092
0,0.022676246,0.27763236
0.030753713,0,0.41482002
0,0.029237648,0.043508213
0,0.41589692,0.24912743
0,0,0.08335413
0,0.64688605,0.28663382
0,0.009438585,0.15283518
0,0.8093822,0.24816303
0,0.011569274,0.06333018
0,0.09496601,0.13976273
0,0,0.09359364
0.09141893,0.47084597,0.17067458
0.20868595,0.007766672,0.32348526
0,0.43202394,0
0,0.011524407,0.0837211
0,0.014384003,0.030161137
0.028030755,0.005056102,0.0393052
0,0.20648189,0
0,0.010984662,0.048740502
0.05726495,0.083913065,0.29080078
0,0.22466445,0.07015891
0,0.0288857,0.15840858
0.030445863,0.02258426,0.030194031
0.030699018,0.014213208,0.012793404
0.12172788,0.18332748,0.07681547
0,0.22847946,0
0,0.047693763,0.057333022
0,0,0.12791854
0,0.005347604,0.002895422
0.03054753,0.39508757,0.36078614
0.14474279,0.032442674,0.16346988
0.030654306,0.012307582,0.11694248
0,0.07422989,0.003707157
0.030641472,0.002988725,0.0961406
0,0.06783669,0.27736336
0,0.03238999,0.118693
0.03054483,0.027365321,0.24355705
0,0.018245235,0.061833177
0,0.019819943,0.07014153
0,0,0
0,0.033309396,0.13457951
0,0.015190128,0.10705219
0,0.030809775,0.018351309
0,0.3440255,0.031810343
0,0.00206746,0.045786247
0,0,0.09150262
0,0.018269125,0.023807088
0,0.08366432,0
0.030478336,0.25533944,0.43365046
0.08956728,0.07416614,0.06776336
0.03074052,0.21116634,0.23141496
0,0.031101858,0.085600376
0,0.21317917,0.09978564
0,0.0356502,0.087399594
0,0.003841356,0.083768725
0,0.021489087,0.10910722
0,0.040583566,0.027636465
0,0.019417834,0.03490126
0.029570732,0,0
0,0.008683689,0.13898596
0,0.060838122,0.038654797
0,0,0
0,0.002318421,0.03495879
0,0.11383113,0.09685826
0.030291196,0,0.27885756
0,0.01146351,0.003204936
0,0,0
0.030598024,0.20675172,0.27587658
0,0.006933065,0.027129505
0,0.009977429,0.023092961
0.030063523,0.06567183,0.045480087
0,0.3030035,0
0.030523539,0.12742881,0.088333964
0.060457207,0.007892499,0.06991353
0,0.06266151,0.25224793
0,0.003228456,0.000744361
0,0.08037183,0.06478761
0,0.04060434,0.01113252
0,0.002868244,0.07259873
0.02912396,0.008141888,0.002022865
0,0.034982704,0.025261268
0,0,0.011380907
0,0,0.26725286
0.030743679,0.026014403,0.15700234
0.12030458,0.3686289,0.08600908
0.030708274,0.07231135,0.056039095
0.029852493,0.03233248,0.107504405
0,0.364994,0.07424946
0,0.07213534,0.06197144
0,0.09134348,0.00060786
0.060108475,0,0.02509706
0.12152966,0.023228468,0.058263004
0,0.007308662,0.05428184
0.030477805,0.4191316,0.42390373
0.030201858,0.08598857,0.22607537
0.030582234,0.022195842,0.016669106
0,0.003136462,0.12798716
0.030764762,0.1177098,0
0,0.026106197,0.03504073
0,0.069494985,0.025633382
0.061317418,0.015710857,0.03198672
0,0.001343736,0.023851648
0.03032648,0.075830266,0.010518597
0.030411402,0.057921834,0.13312112
0,0.09875134,0.055662964
0,0.001578057,0.032506328
0,0.009871057,0.12987548
0,0.018597215,0.03990388
0,0.083537176,0.14881127
0,0.024631161,0.027278678
0,0,0
0,0.45471725,0.13364714
0,0.007677576,0.039258443
0.060547236,0.3312614,0
0,0.008904786,0.0451883
0.030526206,0.002716965,0.17484272
0,0.020760743,0.04970289
0,0,0
0,0.016995158,0.01329348
0,0.062981576,0.15784732
0,0.007679109,0.06971995
0.061165392,0.06432373,0.09136874
0,0.008121555,0.032759912
0,0.05393709,0.13618645
0,1.91E-05,0.05472743
0,0.17172343,0.00758973
0,0.24214965,0
0,0.04540144,0.13356239
0,0.09618245,0.019694423
0,0.11080215,0
0,0.43973663,0
0,0.009602425,0.018395571
0,0.099366665,0
0,0.013524518,0.10296803
0,0.018507907,0.05256195
0.059171885,0.17897819,0.34349412
0.15300395,0.07863204,0.26238012
0.030587343,0.014066141,0.031401176
0,0.6658574,0.1455168
0,0.38770464,0.30902484
0,0.02232606,0.000166958
0.030704407,0.002154641,0.01399783
0.030138245,0.026127594,0.078670695
0.030425854,0.008144036,0.006865843
0.06140628,0.002582135,0.013316945
0,0.023915002,0.010417884
0.030558081,0,0.06187121
0,0.006823494,0.04532346
0.060988285,0.024249502,0.040184483
0.030706959,0.017032323,0.005604003
0.03005425,0.14404653,0.009033976
0.030720212,0.008423883,0.08573156
0,0.008652036,0.020827295
0,0.001362518,0.12302257
0.030599365,0.48240495,0
0.060926262,0.13415815,0.23699631
0,0.060535885,0.34190288
0,0.043118045,0.008544767
0.030152649,0.015207747,0
0,0.21663964,0.005694596
0,0.14917496,0.16386013
0,0.011709888,0.024975533
0.030630842,0.000668347,0.06072532
0,0.036253225,0.10521573
0,0.041448828,0.04326982
0.030776199,0.005075009,0.062392484
0,0.01830989,0.039367255
0.029012006,0.01923129,0.039254818
0,0.018367466,0.01288644
0.060989194,0.050277285,0.17951356
0,0.015365832,0.044320434
0.030758962,0.023011316,0.026451768
0,0.005723621,0.037798822
0,0.19831444,0.019681226
0,0,0.10244833
0,0.19055566,0.106072485
0,0,0.018904226
0.030747788,0,0
0,0.008895679,0.027313171
0,0.003650938,0.016462142
0,0.16661018,0.12348875
0,0.06011392,0.032727648
0.03075068,0.05320699,0.009572777
0,0.06576861,0.11304967
0,0.004113047,0.050883323
0,0.000972933,0.004730455
0.030730173,0.38449177,0
0.030502042,0.018930439,0.04054566
0.030691195,0.017953008,0.1650178
0,0.003536686,0.059466258
0.20466983,0.011597967,0.032515295
0,0.013695562,0.004581624
0,0.085365415,0.07490985
0.15314852,0.11420908,0
0,0.21181849,0.17419599
0.02857512,0,0
0.06020186,0.007086026,0.080213554
0,0.011754205,0.052289497
0,0.0763998,0
0,0.036495443,0.056847304
0,0.11333807,0.057985432
0.029992748,0.054926503,0.08476515
0,0.36711136,0
0.030548166,0.07884378,0.27008215
0,0.06338716,0.08517821
0,0.01790057,0.03701024
0,0.006769043,0.02240169
0,0.011851557,0.085193545
0,0.006100295,0.06422956
0,0.015166654,0.00571924
0.030726505,0.014114781,0.069731675
0.65845376,0.28762713,0.055141382
0,0.005486044,0.07595313
0.030599516,0.44396973,0.05594546
0.061026137,0.018866425,0.04648911
0,0.00664244,0.049955938
0,0.008509469,0.11339526
0,0.021501444,0.061692346
0.030604802,0.12868874,0.16819537
0.13908239,0.25100505,0.36483356
0,0,0
0,0,0.004086123
0,0.00126117,0.030599719
0,0.02730899,0.062117722
0,0.016718388,0.067049704
0.02987367,0.3443976,0.06952959
0,0,0.09713183
0.03039034,0.008942026,0.05352923
0.030405905,0.01628241,0.05184374
0,0.104234815,0.011186565
0,0.23120509,0.2347621
0,0.010654919,0.06723364
0,0.004441647,0.06163134
0,0.012227972,0.031404633
0.060997345,0.007903509,0.079411365
0,0.06379169,0.021356141
0.20928971,0.015560277,0.045685895
0,0.4865526,0
0,0.2057892,0.07143623
0.030625891,0.006512833,0.022672053
0,0.032327015,0.043299567
0,0.10864186,0.05686653
0,0.000936602,0.030621793
0,0.2263845,0.5362009
0.030442938,0.019001756,0.035596795
0,0.009085809,0.07630876
0,0.089957684,0.054888077
0,0.07278707,0.016607286
0,0.1524113,0.1216734
0.061496433,0.012424196,0.027173784
0.029686382,0.040122293,0.07656998
0,0.004874385,0.24083644
0,0.024712926,0.055158343
0,0.017711103,0.021239208
0,0.037183743,0.019740667
0,0.031451028,0.03727724
0.029081695,0.2585534,0.006639608
0.061328035,0,0
0,0.046997182,0
0.03073245,0.012484746,0.06727249
0,0.014192994,0.041622613
0,0.001847597,0.003035738
0,0.003526713,0.019682705
0.06125993,0.48263133,0.36255294
0,0.027893484,0.003782922
0,0.012994484,0
0,0.22734655,0.085051686
0,0,0
0,0.011977335,0.047267806
0,0.06576554,0.12901819
0.092025645,0.063076936,0.015189583
0,0.012794331,0.011137103
0.060946625,0.002634517,0.11137531
0.05964085,0.011783733,0.050161254
0.030635227,0.0048871,0.052482963
0,0.021187209,0.030998288
0.030763613,0.28160977,0.032741733
0.030742625,0.005312024,0.014986317
0.03055202,0.010216405,0.04410795
0.030741563,0.07970488,0.13216141
0.030694757,0.012442672,0.09649498
0.030704208,0.19963478,0.044547472
0,0.03142821,0.11025511
0,0.5634554,0.112483785
0,0,0.25492075
0,0.043796144,0.11369804
0,0.0110933,0.025912767
0,0.21192068,0
0.030713089,0,0
0.030284062,0.012071,0.011103802
0,0.01306243,0.022374624
0,0.017824825,0.059381656
0.030738343,0.014216526,0.12445848
0.030266352,0.003306565,0.01075263
0,0.02570931,0.117112465
0.030747514,0,0
0,0.058971383,0.05252323
0.030781858,0,0
0,0.16935302,0
0,0,0.03750517
0,0,0.12260225
0.030697463,0,0.008990205
0,0.36060274,0.20289545
0,0.02094053,0.010514052
0.030073242,0.004923054,0.060167953
0.030164158,0.003801998,0.11373726
0.030726882,0.13245945,0.002994767
0.030520665,0.52671844,0.018336698
0,0.009191338,0.017173119
0,0.25733736,0.2007912
0,0.013827795,0.046286676
0.030427216,0.003345226,0.04075321
0,0.027722139,0.009728388
0,0.0184493,0.061693195
0.030242365,0.3098146,0.34458035
0.030260906,0.14448732,0.029146034
0.030763239,0.008580262,0.08426077
0.0307698,0.066684425,0.07116802
0,0.14905716,0.03235484
0,0,0
0.030676186,0.027106758,0.13838117
0.030601267,0.010584408,0.06228592
0,0.297389,0
0,0.031070272,0.03633828
0.029696576,0,0.18062031
0.030733678,0.09975351,0.045102846
0,0.29388765,0.24699675
0,0.4150804,0.20520017
0,0.015853656,0.038299046
0,0.003868786,0.07157692
0.06025631,0.4880124,0.25354347
0.09195172,0.12908417,0
0.030445626,0.002232733,0.011979444
0.029959941,0.005390159,0.03987476
0,0.052457765,0.069252804
0.030743957,0.025053844,0.04420357
0,0.4946534,0.03191732
0,0.00380401,0.08359905
0.030772833,0.027698962,0.025463449
0.030712938,0.23507632,0.25287402
0,0.15204924,0.0334547
0,0.08711875,0.061202776
0.029223345,0.018255323,0.055263266
0.030663557,0.062203478,0.15336452
0,0,0.10676875
0,0.015457684,0
0.05809745,0.014446813,0.042699933
0,0.06064323,0.06820669
0.030644534,0.007842273,0.03204793
0,0.0542205,0.017918801
0,0.36294535,0.14573684
0,0.10263314,0.06019764
0.030659901,0.22998734,0.13295783
0,0.016351271,0.052657582
0,0.16914384,0.34914678
0,0,0.17150497
0.030756539,0.47128293,0
0,0.005416886,0.058274925
0,0.3358257,0.25457004
0,0.16576414,0.18235642
0.030740555,0,0
0.03070917,0.008682402,0.061285656
0,0,0.057088904
0,0.003357534,0.060397018
0,0.14698434,0.24736905
0.030740505,0.46801317,0.2422738
0.030655622,0.06734847,0.10190877
0.09103087,0.06888771,0.004696141
0.030749884,0.30628943,0
0.030667013,0.09928302,0.34715614
0.030770868,0.020057553,0.047226433
0,0.01864757,0.042552177
0,0.15783298,0
0.060893327,0.028255671,0.026622983
0,0,0
0.03074496,0.006228712,0.0494417
0.058735423,0.009614186,0.050303448
0,0.000320872,0.18241747
0,0.005799339,0.037338298
0,0.011391289,0.06013365
0,0,0
0.0904321,0,0.11986777
0.09182338,0.059752844,0.041545056
0,0.15143983,0.04438152
0,0.016776158,0.18771818
0,0.15867634,0.00465122
0,0.002285179,0.092431515
0,0.002689146,0.008014478
0,0.002943367,0.01658442
0,0.18286513,0
0.030713534,0.15424925,0.20084225
0,0.022904586,0.054312084
0,0.019088583,0.053308047
0,0.010498132,0.000606457
0,0.024117848,0.01098563
0,0.005066982,0.001385647
0,0,0.02834797
0.030513732,0.000570694,0.004240455
0.030527279,0.014481495,0.08543039
0,0.5513624,0.37928003
0.029490253,0.08472809,0.29366988
0,0.03334535,0.06740566
0.061465148,0.008204197,0.04469985
0,0.007260351,0.10092877
0,0,0.026864905
0,0.064267345,0.22031955
0.061127927,0.06980373,0.094598316
0,0.008758549,0.07926388
0,0.20176339,0.11486823
0,0.17911659,0.09340439
0.06092113,0.003788858,0.04723216
0,0.10004133,0.050641146
0,0.3052421,0
0,0.6656853,0
0.030684588,0.15746856,0.040483158
0,0.041982967,0.07485902
0,0.027787205,0.03424527
0,0.005316479,0.026899464
0,0.021089628,0.113063395
0.03077735,0.36616638,0.37227482
0,0.19128413,0
0,0.004693416,0.0807913
0,0.053530026,0.02581376
0.030516164,0.5764079,0.004250564
0,0.18388562,0
0.030656602,0.07576106,0.049639612
0,0.010100458,0.016011901
0,0.03592651,0.12443159
0,0,0
0.06147651,0.091282055,0.38230255
0,0.035902537,0.07745692
0,0.4928662,0.061022066
0.030774502,0.2007461,0.15784456
0.030333303,0.039441023,0.024247412
0,0,0
0.030747822,0.008094197,0.057323325
0,0.005967336,0.030268434
0.030572398,0.010250541,0.05771055
0.119478144,0.04555139,0.08690132
0,0.2235758,0.16683562
0,0.027946021,0.021653732
0.030734245,0.18997072,8.04E-05
0,0.1481426,0.1951871
0,0.011201219,0.07528879
0,0.005533658,0.04867091
0,0.024480594,0.07598303
0,0.10161601,0.017014049
0.061296374,0.020828469,0.022780763
0,0.2911707,0.3402394
0.05949831,0.031017631,0.019594941
0.06076048,0.06585243,0.034260727
0,0.20965266,0.034517623
0,0.06835801,0.025821565
0.12131176,0.022967871,0.002881284
0,0.3768209,0
0,0.5297549,0.080832414
0,0.011142283,0.08568492
0.030669723,0.012401211,0.005959047
0,0.0428957,0.01768099
0,0.21138966,0
0,0.11607217,0.2974826
0.15280491,0,0.09814369
0.06043569,0.37490562,0.142681
0,0.18244019,0.043691114
0,0.012276683,0
0,0.3913368,0
0,0.038351767,0.001411651
0,0.02698497,0.02897722
0,0.009178817,0.036977664
0,0.03303233,0.35333282
0,0.026020026,0.08127276
0.03068235,0.002134309,0.014506027
0.03063101,0.3898719,0.18832152
0.08720233,0.009840436,0.07701641
0,0.00616865,0
0,0.4787269,0.05606138
0,0.0532071,0.09261908
0,0.022460528,0.004416433
0.061260782,0.008920726,0.0737374
0.030336928,0.015646225,0.07104713
0.030762585,0.005125284,0.031170882
0.06116432,0.047150284,0.049929917
0,0,0
0,0.08511931,0
0,0.027636899,0.057276856
0.061435867,0.013377041,0.04661206
0,0.000734601,0.07008335
0,0.7439506,0
0,0.19281183,0.3196818
0.030599132,0.007191316,0.006160312
0,0.043314107,0.010567124
0,0.00579008,0.013072038
0.061423995,0.011053282,0.004147248
0,0.035167143,0.002080941
0.029970054,0.006983375,0.06225489
0,0.01919638,0.032539763
0.030550463,0.03235449,0.030311795
0.030391345,0.06808214,0
0,0.02148013,0.12552439
0.09140101,0.007723096,0.014841754
0.030649329,0.020838559,0.2539324
0,0.1936693,0.23621775
0.030753039,0,0
0,0.010056608,0.057365596
0,0.075144164,0.1281842
0,0.008459702,0.038016737
0,0.05210912,0.043073483
0,0.004732729,0.08342717
0.030748773,0.5969762,0
0,0,0.25013947
0,0.23775265,0.10440681
0,0.024551848,0.003943359
0,0,0.18684569
0,0.006306806,0.14847428
0.09114481,0.06419654,0.44518453
0.030653173,0.4745341,0.014672496
0.030507319,0.011316229,0.052449867
0.061156847,0.009034052,0.002451628
0,0.040127747,0.018870011
0,0.009026499,0.031081617
0.0609091,0,0.011575116
0,0.15184084,0
0.030250538,0.029584566,0.06400499
0.030530896,0.013068787,0.0465237
0,0.12533155,0.077745095
0,0,0
0,0.04352846,0.008799796
0.030574352,0.003571042,0.001642717
0,0,0.020598963
0,0,0.0350636
0,0.006949465,0.110265225
0,0.002109489,0.076205045
0,0.080964394,0.05020808
0,0.054915626,0.06913695
0.09178616,0.04626373,0.16238941
0.030588781,0.018901486,0.09451966
0.030696156,0.21384826,0.010119267
0,0.033230025,0.006822175
0.030629747,0.009540509,0.046729237
0.12194964,0.022609519,0.09509676
0,0.28480983,0.39016387
0,0.24289523,0.24985152
0.03068738,0.025827704,0.036924914
0,0.017636072,0.052104592
0,0.33793423,0.24765745
0,0.01699883,0.13781591
0,0.012741987,0.09945657
0,0.004135405,0.0844349
0.03056907,0.002689523,0.010769959
0,0.000389749,0.055769224
0,0.000278847,0.023532579
0,0.022169137,0.05341188
0.05852992,0.00136137,0.040637437
0,0.034749966,0.020259056
0,0.009099771,0.095310785
0.030778088,0.043497566,0.17527018
0,0.016891735,0.21617362
0,0.081709854,0.27568603
0.0307508,0.07941177,0.07524593
0.030571686,0.023432974,0.10077497
0,0.009086585,0.01155347
0.030749714,0.008230688,0.005330215
0.030216634,0.23643327,0.05992857
0.06144504,0.001649658,0.1002651
0,0.2169141,0.04633095
0,0.055120066,0.1831743
0,0.18083191,0.009820413
0.030435815,0.02087038,0.111297235
0,0.038070578,0.09135505
0.03073316,0.008461102,0.3004451
0.030541088,0.000702786,0.055810533
0,0.40193796,0.51859194
0,0.0462616,0.005762793
0,0.72409326,0
0.12130879,0.010752795,0.016325988
0.030465249,0.074283235,0.06402073
0,0.002695744,0.009086294
0,0.08197128,0.17505282
0.030668648,0.5995459,0.20399995
0,0.01134743,0.000648932
0,0.38022456,0
0,0,0
0,0.05794308,0.0881758
0,0.011552267,0.26810455
0,0.013435237,0.23352264
0.030568134,0.071347564,0.15997733
0.030367166,0,0.028003827
0,0.006662384,0.052947395
0,0.1818097,0.028283952
0.030638143,0.006077978,0.005082091
0,0.018494071,0.001235672
0,0.002080038,0.087024115
0,0.000748081,0.042289432
0,0.20553564,0.047766782
0,0.062039062,0.21791647
0.03048804,0.000126814,0.003144345
0,0,0.11285916
0,0,0.072461925
0,0.017630266,0.042851415
0.08736844,0.017314786,0.03885031
0.05844151,0.075198844,0.37390426
0.030677728,0.30321974,0.21278758
0.030589646,0.001717499,0.011549287
0.030211981,0.041495584,0.021397768
0,0.040560793,0.0514535
0,0.015719013,0.092506334
0,0.41208115,0.005370232
0.030081064,0.000609291,0.0244858
0,0.49444786,0.07852966
0,0.14665705,0.44409603
0,0.002051462,0.007692686
0.03052372,0.013586017,0.014949249
0.030642942,0.03656373,0.06664376
0,0.011957306,0.06007664
0,0.00801608,0.046779692
0.030769516,0.009654509,0.05359057
0,0.009334407,0.17909908
0,0.068166785,0.000957906
0.030716682,0.03605323,0.06732585
0,0.04983342,0.010571382
0,0.19290274,0.11942204
0.0301666,0.011455423,0.022300841
0,0.03517254,0.038811013
0.030493427,0.001765128,0.034243785
0.08571981,0.41415268,0.038646493
0,0.009036966,0.04014626
0,0.029282782,0.059689477
0,0.22653896,0
0,0.2569524,0.08369993
0,0.006334319,0.021201676
0.030279478,0.015509773,0.11012578
0,0.40250862,0
0,0.11832306,0.00678484
0,0.38663825,0
0,0.012755705,0.03005314
0.059486564,0.002492218,0.039189976
0,0.002772047,0.035445552
0.14590347,0.022414321,0.007677015
0,0.050860114,0.00672999
0,0.057355803,0.09002924
0.059777576,0.012482042,0.004245827
0.060343884,0.25151747,0.18725717
0.030720364,0.17519476,0.12870371
0,0.041623477,0.119140565
0,0.010964634,0.007561514
0.061361525,0.06935513,0.00376326
0,0.025041815,0.054031916
0.029964449,0.08560926,0.39412946
0.030522507,0.093118206,0.12492747
0,0.027674064,0.007346515
0,0.16395897,0.001773552
0.03074502,0.056675103,0.003980786
0.030773314,0.42711252,0
0,0.0209852,0
0,0.38182744,0.08333436
0.058984935,0.011182176,0.08311549
0,0.002613299,0.028637089
0,0.59177023,0.24231449
0,0,0
0,0,0
0.03054189,0.43310952,0.022822602
0.030582216,0.19744538,0.08569811
0,0.038182992,0.005072026
0.030761752,0.011580882,0.02642214
0,0.010573631,0.014575882
0,0.22229227,0.024079792
0.030470233,0.11714957,0.4267372
0,0.009309569,0.03606316
0.061066102,0.08815556,0.0686625
0.030146057,0.008112311,0.011122892
0.030553745,0.001718669,0.056076143
0,0.01080991,0.024210311
0,5.98E-05,0.3842115
0,0.002215469,0.07538868
0,0.013589851,0.08278457
0.11691608,0.010562581,0.011128763
0,0.004279782,0.019635474
0,0.10274962,0.025881179
0.030710524,0.14291905,0.02443067
0,0.005534905,0.02944124
0,0.11820195,0.1377223
0.06122305,0.23243833,0.3277227
0,0.006717577,0.067838185
0,0.05684703,0.15908954
0,0.028884891,0.04445287
0,0.10942548,0.16618027
0,0.48252916,0.099895835
0.09212922,0.01824894,0.014473322
0.030698996,0.2979118,0.3416654
0.03064157,0.005607073,0.032929264
0.060915098,0.039902538,0.005815397
0,0,0.017856933
0,0.004681248,0.034356672
0,0.013155482,0.06139831
0,0.005791835,0.013589367
0.030548738,0.019225437,0.048596244
0.030671546,0.35446578,0.3062518
0,0.14478716,0.28383622
0,0,0.037167437
0,0.003818227,0.008652647
0,0.008005478,0
0,0.04035627,0.20833567
0,0.006945558,0.10424327
0,0,0.040483158
0,0.002462399,0.015033179
0.030489402,0.000527285,0.028277295
0,0.0941338,0.04698085
0,0.007961352,0.013451254
0.030768309,0.16917767,0
0,0.01992549,0.10060138
0,0.11570289,0.03031769
0,0.08513486,0.101560876
0.030733796,0.021476058,0.17737207
0,0.041088793,0.20153521
0,0.054225795,0.004436558
0.030689511,0.10445205,0.059416965
0,0,0.003626334
0,0.0948885,0.26726958
0,0.17329355,0.15568279
0,0.001314566,0.045254007
0,0.046635427,0.026053589
0,0.034456536,0.08863017
0.030755367,0.037973013,0.015393765
0.090694696,0.24583134,0.16161095
0,0.032807104,0.31656364
0,0.006888761,0.056303307
0.06128949,0.14320119,0.044456076
0,0.027498797,0.10601246
0,0.3357556,0.19831581
0,0,0.0900053
0,0.25811663,0.08547243
0,0.107610516,0.020981804
0,0.039777458,0.05535182
0,0,0.11939802
0,0.027082203,0.07573074
0,0.13659953,0.024424395
0,0.092410706,0.2398627
0,0.032933835,0.1518121
0.030778315,0.004468514,0.040287487
0,0.031560566,0.004847076
0,0.27836877,0.11630505
0,0.07823411,0.2518682
0,0.35646746,0.2405006
0,0.011017574,0.01682917
0,0.014192953,0.11322212
0.029332448,0.020006383,0.02300938
0,0.040994436,0.07989472
0,0.03476958,0.45445618
0,0.29012203,0.1180478
0.09032896,0.01874659,0.14278124
0,0.01664611,0.04152337
0,0.127626,0.09439166
0,0.024533411,0.08992826
0,0.31892598,0.22188255
0,0.00905255,0.09258102
0,0.00690619,0.18021028
0,0.03426243,0.11360402
0,0.67049456,0
0,0.06660435,0.04864128
0.061212867,0.011112805,0.01638229
0,0.1894117,0.21755826
0,0.031554945,0.23852651
0.091123395,0,0
0,0.034115057,0.012560007
0,0.22426441,0.07290402
0,0.010308246,0.033014532
0,0.06654106,0.18770257
0,0.03598776,0.035988517
0,0.007942524,0.072661854
0,0.000202924,0.090566814
0,0.018602,0.00065416
0,0.27613845,0.043363146
0,0.05462755,0.03724844
0.030466503,0.001861237,0.097151816
0,0.27311006,0.48295745
0,0.018241813,0.060946137
0,0.006711192,0
0,0.15679409,0.113768704
0,0.55015796,0
0,0.6650645,0.08840223
0,0.029126178,0.044836976
0.06116548,0.029814655,0.17780721
0.027295355,0.040314864,0.032368023
0,0,0
0,0.005794872,0.016542057
0.03064733,0,0.19622816
0,0.013003434,0.025266154
0.030490566,0.21989617,0.09462219
0.030229412,0.02952419,0.21505988
0,0,0.0887495
0,0.025694693,0.047214374
0.030265972,0.006804657,0.010015762
0.029718684,0.03197552,0
0,0.009967356,0.03395939
0.030778052,0.009786628,0.008520428
0,0.006465366,0.103089035
0.06136878,0.019013254,0.004875576
0,0.017105138,0.003136653
0,0.015125297,0.11893141
0,0,0.19299713
0,0.08386492,0.036002204
0,0.004835847,0.0261733
0.03027291,0.15024744,0.30642733
0,0.02246025,0
0,0.000685444,0.006986355
0,0.09219333,0.026840223
0,0.016801434,0
0,0.004057317,0.08961478
0,0.000287854,0.007346515
0,0.008278641,0.018871106
0.061400052,0.02842169,0.007262167
0,0.20678833,0.086672954
0,0.36887264,0
0.0306733,0.4269782,0
0,0.001156671,0.014906367
0.028884871,0.013763069,0.02677177
0,0.008413245,0.1338608
0,0.0187294,0.009082474
0.030744787,0.3478025,0.15909825
0.030693999,0.023059083,0.042879455
0,0,0.0554822
0,0.051290113,0.07119076
0,0.005433425,0.001609984
0,0.018720068,0.023379855
0.030307602,0.027714193,0.08229754
0,0.12205524,0.000705374
0,0.012367557,0.122692674
0,0.06307691,0
0,0.006992041,0.16212486
0.030552441,0.014255819,0.03149628
0.028255269,0.006086207,0.26795262
0,0.036852766,0.0312509
0.030645633,0.004369323,0.11818604
0,0.006912046,0.048789613
0.06073034,0.02605317,0.018356025
0,0.005831647,0.14860247
0,0,0
0,0.03661834,0.013369117
0.06151313,0.004964947,0
0.030493136,0,0.06988491
0,0.48977637,0
