A,B,C
0,0,0.007891041
0,0.004760192,0.005195425
0.030071702,0.002858968,0.04053044
0,0.003517156,0.005128321
0,0.035799786,0.10835473
0.061476003,0.002971675,0.1806412
0,0.009868565,0.02911798
0,0.17855275,0.25963014
0,0.046827152,0.06758319
0.030410899,0.113104284,0.21192335
0.061432056,0.016054148,0.038013227
0,0.03815808,0.0746117
0.030727668,0.003928208,0.06896152
0.060966317,0.015626745,0.014555836
0.030460883,0.003129978,0.014600189
0,0,0.095605314
0,0.011260582,0.029186934
0.03052847,0.086411946,0.08823492
0,0.096821226,0.07203286
0.030467767,1.33E-05,0.091965556
0,0.016691882,0.004502107
0,0.006975787,0.014248659
0,0.02734782,0.047529794
0.030719042,0.032338474,0.009876331
0,0.29764965,0.014866239
0,0.024735132,0.02996417
0,0,0.017303111
0,0.003632091,0.028279532
0.08719685,0.002125223,0.007561514
0.030330846,0.024265299,0.006164893
0,0.020920943,0.03931383
0.030269776,0.019845588,0.07302251
0,0.009702239,0.0628996
0,0.019699931,0.004531848
0,0.038532823,0.006096602
0.028397689,0,0.24847281
0.06077614,0.022048632,0.011349372
0,0.019450909,0.018511718
0.061385542,0.009383144,0.016031688
0.030253189,0.027664397,0.01008976
0,0.005557551,0.010611063
0.05969422,0.005503653,0.020228313
0,0.5512396,0.12373368
0,0.06690195,0.042162247
0,0.00271352,0.04264764
0,0.020194525,0.055085227
0,0.033935394,0.19572568
0,0.007444139,0.07277776
0,0.023911133,0.011639347
0.030674402,0.020969566,0.012296834
0.030113354,0.45580187,0.028704876
0,0.002356287,0.15670554
0,0.00719409,0.015402487
0,0.014349661,0.054655246
0.030749902,0.016900372,0.022407329
0,0.013760295,0.020830188
0.030769683,0.016681395,0.03713874
0,0.006849261,0.035653993
0.029944751,0.048253074,0.29725087
0,0.03214435,0.07665502
0,0.012092295,0.003971575
0,0.18131725,0.025622325
0.1505533,0.012161582,0.025029203
0,0.218384,0.19111767
0,0.006844555,0.013121998
0,0.33622393,0.058570433
0,0.10823864,0.04815739
0.03051674,0.011855503,0.09004402
0.030655753,0,0.015308258
0,0.001403312,0.108214006
0.030696455,0.008910535,0.21242346
0,0.047813132,0
0.030731354,0.088288814,0.032669134
0,0.29135406,0.07236103
0,0.08625788,0.005581691
0.03049414,0.1802596,0.454644
0,0.58466214,0
0,0.009861267,0.01544881
0,0.13592464,0.2555599
0,0.030952007,0.17045665
0.03071846,0.005903867,7.29E-05
0,0.012638439,0.034317095
0.09125189,0.10110565,0.023202203
0,0.044314787,0.06383282
0.060906038,0.007977924,0.1557208
0,0.10086172,0.06992741
0,0.001761217,0.05870578
0,0.037017632,0.3077803
0.061319802,0.012632957,0.3102753
0.09170379,0.008763027,0.017063648
0.030412301,0.025371762,0.002190296
0,0.01298688,0.068575546
0.030159693,0.044915516,0.15365215
0,0,0.029193044
0,0.018992223,0.050991297
0.03036916,0.008801807,0.06581362
0,0.025536137,0.044825915
0.030440895,0.006374368,0.000160153
0,0.001234781,0.002005669
0,0.030584568,0.07453635
0,0,0.053947497
0,0.0433572,0.09527537
0,0.025741309,0.077063575
0,0.018624999,0.012195479
0,0.18881747,0.055046692
0.03049519,0,0.028004812
0,0.021986555,0.17361742
0,0.19151312,0.14105198
0.06087361,0.011343542,0.017220758
0.06126542,0.080487594,0.030308913
0,0.017583711,0.019907463
0.028367693,0.06737675,0.034160342
0.030437412,0.04607253,0.071344346
0,0.048005782,0.033979755
0.030786647,0.014709458,0.01473856
0,0.044997636,0.002340002
0.03058372,0.046485465,0.035941128
0.030633798,0.046207413,0.006732159
0,0.012644524,0.07553848
0,0.012821375,0.008780316
0.09189046,0.007688965,0.007131383
0,0.011132925,0.026287897
0.030494327,0.019594407,0.080908105
0.06056272,0.026439387,0.036986988
0,0.001683993,0.026473442
0,0.30509192,0.037906863
0.06055705,0.017474003,0.023607329
0,0.003756956,0.10627377
0,0.006054181,0.010627117
0.15271926,0.002302846,0.10133945
0,0.017687088,0.009752352
0,0.008844513,0.01656441
0,0.009907743,0.003903626
0.092221335,0,0.050723813
0,0.012010056,0.006511125
0.06143975,0.011102047,0.002564285
0.089034565,0.11099588,0.008164016
0.029931044,0.116890386,0.034505814
0,0.015243705,0.006882021
0,0.006446272,0.12836428
0,0.004858524,0.081917174
0,0.010829936,0.096687496
0,0.024226125,0.004818036
0,0.02257177,0.000932294
0.061243482,0.01075066,0.001921371
0,0.021039192,0.011097548
0,0.012271778,0.08530996
0.02985471,0.16905193,0.082030356
0.0302693,0.03174553,0.014478383
0.0303783,0.054611567,0.02509124
0,0.060120765,0.24600847
0.030665739,0.06648035,0.107450634
0.029855352,0.07948622,0.09037981
0,0.13966429,0.057715584
0,0.011625677,0.032819364
0,0.002477403,0.006415607
0,0,0.00581175
0,0.005472173,0.03678855
0.060851965,0.01381474,0.038007293
0.08776077,0,0.090799496
0,0.003272452,0.029112939
0.09155554,0.008713852,0.088214345
0,0.13590343,0.12620966
0.030527588,0.008993173,0.02953107
0.029940201,0.19360313,0.002583836
0,0.018027443,0.09895182
0,0.05631121,0.016548539
0,0.008944405,0.034905802
0.030600758,0.002771291,0.035434783
0.030423498,0.009148015,0.041221153
0,0.004081009,0.15900697
0.030546026,0.029630603,0.1717529
0.030525435,0,0.3473508
0.061179347,0.30245027,0.064224645
0,0,0.19791353
0.030583229,0.27535996,0.0989206
0.030655375,0.022548983,0.051791072
0,0.003508399,0.037190426
0,0.2805632,0.383274
0.030552564,0.014782156,0.06544323
0.030340176,0.015624241,0.056656826
0.028391,0.006390296,0.03035729
0,0,0.03017601
0.061444223,0.025099708,0.003372666
0,0,0.045561936
0.060941946,0.001905724,0.26391178
0,0.019730818,0.025960922
0.12237364,0.043302108,0.18184991
0.030400433,0.64371556,0.18860644
0,0.007369987,0.003036684
0.030769523,0.006522359,0.010184024
0,0.034289297,0.03570521
0.061460167,0.007291804,0.013645972
0,0.07158929,0.000491484
0,0.32606032,0.003999183
0.030765804,0.008061935,0.0961796
0,0.024246484,0.02394812
0,0.002009252,0.021753294
0,0.2533755,0.27794182
0,0.014531612,0.06316386
0.11635281,0,0.02906753
0,0.023582257,0.020487903
0,0.049237836,0.025242573
0.08785998,0.012890556,0.03322999
0,0.011834201,0.06016804
0,0.5009189,0.32379457
0.06084672,0.01041236,0.014088648
0,0.23829913,0.16536556
0.17144431,0,0.014590562
0,0.055615745,0.029476304
0,0.007782731,0.040914305
0.030710218,0.014867212,0.060504433
0.06098424,0.006210021,0.05695838
0.030636687,0.009674983,0.06535716
0,0.03375871,0.030679649
0,0.03218118,0.021652332
0,0.3785909,0.15285066
0,0.023187775,0.006595345
0,0.00754021,0.16561896
0.030680107,0.018033244,0.01950613
0.023170993,0,0.12392087
0.030636374,0.21972507,0.04292015
0,0.027435662,0.016643541
0,0.03497811,0.09397007
0.030660186,0.24227835,0.050709385
0,0.021212066,0.12309379
0,0.21953125,0.09849408
0.03076377,0.56999266,0.07253357
0.028909206,0.040614195,0.0898809
0,0.027431194,0.047875065
0.03033739,0,0.11080938
0,0.021350186,0.008831808
0,0.07226476,0.000528295
0.030767003,0.036822457,0.044192445
0,0.007194406,0.020798901
0.030726431,0.002737431,0
0,0.000648311,0.042113543
0,0.009786945,0.039525468
0.030636463,0.13888177,0.10851546
0.030785082,0.037660707,0.027432721
0,0.1326425,0.13373195
0,0.016011652,0.00191731
0,0.046105154,0.045777295
0.030628083,0.007752266,0.04377932
0,0.039183415,0.016375093
0,0.06710607,0.024387466
0.03065399,0.043377806,0.008711861
0.029668827,0.003090395,0.020359294
0.061228182,0.001073339,0.010603775
0.030494994,0.005610211,0.00248081
0.08638543,0,0.021206127
0.030652346,0.003057022,0.14735529
0,0.011101705,0.044669278
0,0.08710123,8.35E-05
0,0.013560719,0.020287473
0.061411664,0.123157784,0.48629993
0,0.31922498,0.17607005
0,0.79160494,0
0,0.30125922,0
0.029979069,0.026238495,0.001562351
0.061298516,0.0294518,0.089769475
0,0.006881862,0.085847735
0,0.010077073,0.0438624
0.03070826,0.12789735,0.009303462
0.0307396,0.008599524,0.06730619
0.030759644,0.35207146,0
0,0.21986301,0.041522503
0,0.006530754,0.014837226
0,0.044864073,0.04098772
0,0,0.03638076
0,0.07693027,0.013845258
0,0.020822627,0.042937737
0,0.06517173,0.115350105
0.030510645,0.12544154,0.061155044
0.030692073,0.012732618,0.06479058
0,0.007217189,0.10598559
0,0.00410378,0.004035251
0.030657873,0.110864155,0.011196416
0,0.26994336,0.082724266
0,0.008163963,0.03685867
0,0.009167049,0.031966034
0.03057361,0.03143588,0.20823906
0,0.01221595,0.027368857
0,0.016646395,0.040372446
0,0.00444475,0.026005559
0,0,0.02287902
0.030677274,0.100375645,0.006936554
0.06048077,0,0.003110686
0,0.018971834,0.010346442
0,0.40297085,0.1081848
0,0.008584092,0.07878426
0.061438728,0.000569715,0.20830993
0,0.05886682,0.02944144
0,0.15379995,0.00760844
0,0.020592077,0.040265575
0,0.01028339,0.008414096
0,0.15127988,0.038780708
0.06143676,0.005682073,0.18088152
0,0.6350362,0.025410146
0,0.009908618,0.040940523
0,0.010126719,0.007723885
0.09222769,0.23745562,0.11597029
0,0.003554914,0.05827203
0,0.60066384,0.027468039
0,0.025342295,0.015860625
0,0.05625884,0.042254623
0,0.085496835,0.014049644
0,0.004667454,0.009641749
0,0.07582886,0.03701024
0.03050533,0.005672706,0.12190133
0.030217607,0.019010248,0.11882904
0,0.09569653,0.047973868
0.030769212,0.29397178,0
0,0.000495658,0.067383274
0,0.014113028,0.048768897
0,0.03627151,0.04199111
0,0.001476528,0.050444048
0,0.237168,0.07786981
0.030664276,0,0.3382883
0,0.15613146,0.14574082
0,0.06543494,0.26825505
0.030298105,0.022177558,0.004479178
0.091898866,0.012359768,0.006303352
0.03050035,0.014632929,0.024274921
0,0.019057201,0.016232416
0.030602349,0.003247794,0.092701145
0,0.057294264,0.009996938
0.15261091,0,0.22295812
0.15218887,0.20238243,0.31219172
0,0,0.014435568
0.06084522,0.009564021,0.02140761
0,0.02581831,0.14008307
0,0.074316,0.007317088
0,0,0.09053129
0,0.01868464,0.06970824
0,0.06989443,0.018564198
0.03059953,0.06629931,0.011597812
0.061365023,0,0.073631346
0.030769335,0.008620803,0.004217437
0.030488037,0.28769892,0.08557838
0,0.023375846,0.007275782
0.03025518,0.015418713,0.16528556
0.030385032,0.000414678,0.08998919
0,0.026498117,0.08548723
0,0.30037132,0.031507343
0,0.004001624,0.018351514
0.03067439,0.007964747,0.023870185
0,0.09801946,0.027703453
0.06125925,0.122582205,0.002388296
0,0.002443205,0.009701083
0,0.05174298,0.021716071
0,0.020555496,0.016583597
0,0.005343833,0.013307023
0,0.028069405,0.036034852
0,0.053338632,0.058039993
0,0.003022073,0.046637118
0.030438317,0.003580411,0.017717877
0,0.0788089,0.06929124
0,0.25250247,0.099657126
0,0.000976558,0.025993453
0,0.13631594,0.040280603
0,0.19278012,0.001959334
0,0.31645435,0.014966683
0.030646052,0.25494292,0.27326736
0,0.14378773,0.4395462
0.030629331,0.005620707,0.09005663
0.060035337,0.15811613,0.2605997
0,0.19534788,0.025252257
0,0.040307328,0.08079896
0.030762421,0.00763204,0.09174231
0,0.30819133,0.057087343
0.15378048,0.0666448,0
0,0.0012919,0.17068225
0,0.046031058,0.05031712
0,0.1298846,0.017467251
0,0.017386409,0.09652814
0,0.00462817,0.14497809
0.030742891,0.39552215,0
0,0.03807834,0.30170903
0,0.007110531,0.017861677
0.060166202,0.00514679,0.05519927
0.030682055,0.0408083,0.008452721
0,0.029531227,0.021944765
0,0.006799432,0.054089546
0.030704375,0.0897531,0.013814865
0.061490163,0.30832836,0.023393467
0,0.057389136,0
0,0.15621038,0.0989206
0,0.36073354,0.17907664
0,0.067474194,0.003223119
0.03067528,0.005520455,0.016858235
0.061232507,0.38192502,0.36676246
0.03073937,0.33022904,0.049139563
0,0.051807348,0.5178498
0,0.26546177,0.15841316
0.03033428,0.01179322,0.32694814
0,0.030198291,0.000242817
0.060943972,0.013070559,0.057401504
0.030408984,0.09531496,0.025842087
0,0.08484511,0.057122655
0.028600438,0.014117052,0.019541644
0,0.13364221,0.08129939
0,0,0.03706721
0,0.10092222,0.025791984
0.030762248,0.37626675,0.3361628
0,0.004802091,0.05647057
0,0.13105845,0.012200465
0.03022736,0.2281526,0.40653417
0,0.028950406,0.027055902
0.030636884,0.004549526,0.009727198
0.030739974,0.08993215,0.26097533
0,0.25508448,0.009423812
0,0.18811513,0.059542242
0,0.43136144,0.124475196
0.09070199,0.014026838,0.039983045
0,0.11151171,0.040481847
0.12259574,0.01816216,0.003248051
0.061051216,0.003244622,0.005161705
0,0,0.006455366
0.030283934,0.00986339,0.03654451
0,0.06767853,0.020894913
0,0.047697574,0.15447873
0,0.006164768,0.18514128
0,0.17912799,0.21652336
0,0.2813026,0.025656138
0.030014133,0,0.026135202
0.030723112,0,0
0,0.19765066,0.032511164
0,0.001046627,0.052140318
0.061518148,0.18095915,0.09467026
0,0.6872815,0.18864179
0.061480578,0.004677004,0.025541592
0,0.004345143,0.014230206
0,0.037319377,0.011317851
0,0.017199071,0.06834307
0,0.008187311,0.013697465
0,0.013720703,0.031703312
0,0.01181763,0.020257162
0.030467132,0.002623318,0.022504648
0,0.119429454,0.03115189
0,0.09284905,0.057500795
0,0.014266718,0.06893954
0,0.013183474,0.001419603
0,0.0988914,0.012679205
0.030487044,0.000440508,0.017907875
0.061535154,0.1853166,0.07464183
0,0.075480506,6.87E-05
0,0.10107063,0.07415281
0,0.14926389,0.056473088
0,0.065191366,0.46592906
0.030559959,0.035276454,0.002741712
0.030162033,0.021230375,0.037766077
0.03076247,0.04769849,0.045685895
0.06086853,0.065904215,0.057698704
0,0.11974438,0.08204139
0,0.012713358,0.03018938
0,0.010890353,0.0497073
0,0,0.028635668
0.03048864,0.49831268,0.3162461
0.030772619,0.01276686,0.000954734
0.030688617,0.012072725,0.17388621
0,0.31509385,0.036662422
0.030606,0,0.30357635
0,0,0.26535827
0,0.037134584,0.019511238
0.029939909,0.041685067,0.003566779
0,0.01233243,0.013713058
0.029496338,0.0202621,0.02104818
0,0.007835711,0.05973453
0.11693195,0.18366235,0.060514838
0.03064808,0.005993397,0.036111448
0.030614886,0.03791132,0.020526925
0,0.004024508,0.011732052
0,0.09373609,0.36298501
0,0.23840877,0.002633489
0,0.012600035,0.11642563
0.12150347,0.018318558,0.0456123
0.030683072,0.073211744,0.04686607
0.03012746,0.081832,0.07598737
0.030513812,0.02034267,0.07545258
0.100102104,0,0.005268279
0,0,0.008792693
0.030181753,0.016599298,0.04472635
0.06121149,0.07208996,0.04053499
0,0.16638903,0.016229188
0,0.014251389,0.08664862
0,0.014020099,0.044794314
0,0.004884073,0.072611235
0,0.008005988,0.01491025
0.025836352,0.013472509,0.030396348
0,0.021188075,0.053773712
0,0,0
0,0,0
0,0.005792304,0.024681084
0.12234987,0.002734351,0.054456588
0,0.008001903,0.015221022
0,0.016990302,0.008648846
0,0.16925368,0.01273352
0,0.17459075,0.24438325
0,0.009090825,0.004636677
0,0.006879801,0.037312865
0.060960613,0.003567778,0.033069238
0.06034987,0.008362236,0.01887275
0,0.034449738,0.13343585
0,0.039826173,0.00586144
0.060984094,0.023350546,0.13083594
0.030464426,0.109018825,0.003692452
0.030555489,0.11228575,0.10530842
0.02939207,0.19666103,0.111683324
0,0.05530415,0.07590012
0.121556394,0.013540261,0.007833079
0.030744543,0.018802948,0.03693248
0,0.36435562,0.30321953
0,0.21400318,0.04289264
0.060869128,0.30893135,0.037224293
0,0.001775598,0.09067694
0,0.09603192,0
0,0.043352634,0.014500625
0,0,0
0,0.022384454,0.091512315
0,0.16549224,0.032158095
0,0.001980841,0.00897332
0,0,0
0,0.34650093,0.04623207
0,0.2612341,0.1097963
0,0.017409934,0.043698225
0,0.006721613,0.009872724
0,0.015985735,0.016687727
0,0.45510316,0.06593179
0,0,0
0.030172674,0.06496864,0.015572458
0.03007952,0.011420864,0.050032053
0,0.019475983,0.081858955
0.030104695,0.004912658,0.03223959
0.03054237,0.026492894,0.00482086
0,0.010824051,0.012009386
0.060794316,0,0.022351446
0,0.33759022,0.117271215
0.030547226,0.03516329,0.03179815
0,0.090225525,0.03131381
0.060985543,0.045903143,0.048171915
0,0.00301027,0.07852134
0.029876197,0.061056007,0.03608384
0,0.09614717,0.28147763
0,0.0354749,0.12724327
0,0.10848683,0.36541906
0,0.21052882,0.22564964
0,0.19626611,0.08471911
0,0.012706495,0.14192265
0.030747157,0.017286507,0.04489008
0,0.07685292,0.02246156
0.030695276,0.45369086,0.07149726
0.030298036,0.18628919,0.2030999
0,0.24593566,0.10713996
0.060365908,0.011709507,0.028491946
0,0.018254334,0.043408465
0.091380626,0.5870305,0
0.030560384,0.036507446,0.08483465
0.027731897,0.020855295,0.031793874
0,0.0984504,0.032699738
0,0.12299723,0.23909804
0,0.13979977,0.06164079
0.09055699,0.014889143,0.031351525
0.03020723,0.010267891,0.07409849
0,0.016454414,0.057519842
0.030425591,0.018626858,0.04828674
0,0.00831282,0.01651149
0.030677011,0.21288404,0.048911314
0.030732092,0.030456755,0.20295902
0,0.05213362,0.19866744
0,0.213774,0.097947806
0.1480686,0.31149095,0.012970263
0.030658696,0.03262871,0.037660945
0,0.032861535,0.14076808
0,0.01235695,0.054558694
0,0.002997323,0.05664987
0,0.008532976,0.020934768
0,0.15782075,0.017091371
0,0.011124867,0.023394834
0,0.003385732,0.005166866
0.029648686,0.059581544,0.03485694
0,0.36716002,0.52277124
0,0.36121893,0.6398832
0,0.005689497,0.4500335
0.030629551,0.0131966,0.08469116
0.030715737,0.000749945,0.000487347
0,0.014381543,0.018063784
0,0.013620705,0.073102705
0,0.057895593,0.022159005
0.09191294,0.059225272,0.019622426
0,0,0.0219771
0,0.24922468,0.16261753
0,0.48423102,0.1883915
0,0.003124641,0.03410887
0,0.11350251,0.34418562
0,0.023227392,0.024914728
0,0.00838674,0.2344525
0,0.007105384,8.12E-05
0.06048807,0.008075682,0.09098201
0,0.011715854,0.017252546
0.030703617,0.1969538,0.049387455
0.030769132,0.009112736,0.018181171
0.029659731,0.058655757,0.037161678
0,0.4152982,0.14274947
0,0.01705671,0.008291776
0,0.00811635,0.030193208
0.0301767,0.007481176,0.003704587
0.030567696,0.010267902,0.043025132
0.12220664,0.008478225,0.07770644
0,0.08468805,0.06618618
0.0304022,0.03740662,0.003646792
0,0.001912211,0.050789036
0,0.009580688,0.058960825
0,0.110781536,0.024568979
0,0.016340297,0.04397193
0.030654091,0.2304569,0.013555528
0,0.14968291,0.06076123
0,0.121031225,0.15113755
0.12286358,0.017531125,0.057018198
0,0.04153574,0.042804636
0,0.04578311,0.104789756
0.057298087,0.015700435,0.02742265
0,0.39287192,0.057811964
0,0.03380884,0.1524426
0.030484209,0.004979407,0.026324999
0.030603137,0.48838156,0.07111693
0.030704582,0.006089691,0.026419068
0,0.07398829,0.053546928
0,0.048324138,0.15887648
0.030591574,0.29755783,0.031309124
0,0.009473797,0.029480714
0.030772086,0.27065742,0
0,0.004162954,0.20793529
0,0.031329397,0.18296431
0.0912422,0.070767604,0.02642327
0,0.015573226,0.02920853
0,0.11564333,0.121145144
0.03059569,0.20666677,0.059033874
0,0.007800753,0.15239245
0,5.97E-05,0.1416884
0.23350891,0.007908536,0.102016695
0,0.046600375,0.10613134
0,0.037338834,0.18589994
0,0.011213462,0.059000976
0,0.13649528,0.22331153
0,0.003964387,0.039664708
0,0.022886226,0.003877662
0,0.039268065,0.09568292
0,0.018127013,0.004706739
0,0,0.08132945
0,0.002169255,0.00700432
0.061346684,0.026922174,0.16324453
0,0.21690676,0.12103308
0,0.020442579,0
0.091069914,0.015468008,0.22582835
0,0.007539428,0.029264033
0.030523634,0,0.01968702
0.030523451,0.061734796,0.08892078
0.092023976,0.06705703,0.06438031
0,0.021830337,0.05380841
0,0.004712906,0.1193631
0,0.015422525,0.089345746
0.061492432,0.004336235,0.052189235
0,0.03756115,0.01776039
0.0611822,0.56615275,0.31093794
0,0.016572261,0.014781372
0,0,0
0,0.002452275,0.030133283
0.030712958,0.010334319,0.07004854
0.030262183,0.19124141,0.4383682
0,0.004503018,0.07043973
0.028730733,0.016126875,0.017579384
0,0.0176868,0.37273163
0.030674221,0.01085131,0.05219603
0.08966325,0.013364902,0.0795776
0,0.000509155,0.045044865
0,0.013089825,0.056310933
0.03078554,0.21013577,0.039402977
0,0.10214619,0.003464052
0,0.025631737,0.039414067
0,0.007557209,0.015581865
0.0910621,0.42425272,0.07353084
0.030169435,0.4455339,0.18461424
0,0.006709235,0.030406317
0.060899008,0,0.06624276
0,0.060002226,0.07387332
0.08045787,0.016681544,0.010977531
0,0.14499824,0.04192868
0,0.02400331,0.030972235
0,0.013610139,0.045097254
0,0.00308301,0.034858268
0,0.30638453,0.04390124
0,0.011637996,0
0,0.18454126,0.28059134
0.03020724,0.016995648,0.20214117
0.091499075,0.012441549,0.04340669
0.030468881,0.020923216,0.042082895
0,0.04897228,0.124657914
0,0.00452938,0.30339018
0,0.58148307,0.10099034
0,0.036468532,0.09474788
0.09201782,0.004377202,0.051655944
0,0.012070423,0.08677208
0.030771505,0.000147938,0.025659623
0.061385594,0.07084654,0.094698004
0,0.009085374,0.00477249
0,0.047554556,0.11205797
0,0.029838847,0.042216998
0,0.020964557,0.066294275
0.06087896,0.00395463,0.19351904
0,0.019822784,0
0.02969855,0.012303516,0.015514665
0,0.021677196,0.030258683
0,0.40271822,0.21253
0,0.05514974,0.001653042
0.061403394,0.076077655,0.03030298
0.030533943,0.010706107,0.23544344
0.06137526,0.003884943,0.23109618
0.03059346,0.01320855,0.16626288
0.060973257,0.020089656,0.016397024
0,0.010202003,0.031613924
0,0.009633755,0.00655294
0,0.038385134,0.24026103
0,0.041027147,0.2487348
0.030496761,0.007104662,0.022362009
0,0.052208126,0.33952165
0.030679801,0.000566308,0.100594744
0.03060157,0.002779221,0.09042016
0,0.110273026,0.07700913
0.061286315,0.10275049,0.05203149
0.030710248,0.011815053,0.040192995
0.060930748,0.029655626,0.024440598
0,0.01571143,0.0277356
0.030481283,0,0.018440412
0.09210524,0.052774075,0.033469047
0.030453682,0.018663295,0.008942532
0,0.001135904,0.032253444
0,0,0
0.03003143,0,0.06121245
0.030264396,0,0.0480137
0,0.0632398,0.070034094
0.029447064,0.018130615,0.09875811
0,0.011798753,0.002729802
0,0.004001229,0.047538366
0,0.22479865,0.005303252
0.09047954,0,0.012250302
0.11936253,0.012545765,0.003262915
0.030714048,0.19345129,0
0.030495815,0.07289445,0.001079437
0,0.29186547,0.03396925
0.030180413,0.007362439,0.015448707
0.030689022,0.03968595,0.04581089
0,0.007680261,0.038925063
0.029284129,0.44956198,0.14917624
0.058761727,0.01839284,0.19318469
0,0,0.009860192
0.06079605,0.032777965,0.058904435
0,0.011212614,0.13500315
0,0.22663298,0.14426127
0,0.26937202,0.013822365
0,0.1251865,0.025585838
0,0.01610169,0.0749878
0.03042116,0.008089114,0.006770873
0.030649547,0.009317324,0.041866653
0,0.15625793,0.10643162
0,0.017537067,0.046163708
0,0.004004976,0.009542861
0,0.020319995,0.052874446
0.030590788,0.000855071,0.027940407
0,0.27142066,0.041696478
0.03072381,0.004198828,0.06435793
0,0.005395172,0.023940505
0.030521382,0.33567005,0.015255602
0,0.17900552,0.011195376
0.03049862,0.013832732,0.014507344
0,0.033916067,0.0860651
0.030345181,0.25534412,0.21255006
0,0.45334876,0.06542261
0.12223883,0.014787922,0.02097026
0,0.009670573,0.036179923
0.03052587,0.001487711,0.03017532
0.030511018,0.000269672,0.04544795
0,0.09865624,0.000666974
0.028880313,0,0.07459047
0.030647527,0.006182622,0.029682506
0.091987975,0.002150581,0.03865046
0,0.41970772,0.034272417
0,0.020199109,0.17448407
0.06048299,0.000643942,0.004601762
0,0.015139659,0.031727243
0.061361182,0.10043083,0.015242646
0,0.01300615,0.081626534
0.029311758,0.079871126,0.030196771
0,0.008045241,0.003783093
0.030402772,0.19849992,0.14362238
0,0.06865642,0.01607603
0,0.03232312,0.04085087
0,0.013588081,0.04802532
0,0.39912364,0.2312538
0.06092928,0.005129898,0.07309939
0,0.49239722,0.1514082
0,0.02607875,0.000588261
0.06117898,0.007520261,0.029327394
0,0.008970986,0.026388993
0,0.08477473,0.03155373
0.030631676,0.009407049,0.06836919
0.43820125,0.667326,0.12551732
0,0.015418292,0.09852244
0.030429216,0.12634587,0.3051891
0.029778212,0.001586921,0.014196262
0,0.01594009,0.006829989
0,0.003235926,0.055517327
0,0.023495682,0.062366553
0.030367572,0.042627454,0.040554117
0.12102384,0.15427911,0.24004695
0.060682572,0.14517194,0.011625102
0.030773828,0.5364105,0.25461057
0.030517299,0.007999855,0.001149325
0.02991272,0.021301825,0.011137103
0.030544639,0.00236227,0.052108113
0,0.07565508,0.046334844
0.030044317,0.77132213,0.045652658
0.030532654,0.1431489,0
0,0.10319795,0.066658095
0.030581962,0.00390692,0.023395976
0,0.002229034,0.018185798
0,0.008074209,0.09265731
0.06069143,0,0.12807989
0,0.509067,0.039311238
0,0.19831154,0.04254858
0.08858616,0.017539307,0.017842438
0.030762598,0.47042775,0
0.030746654,0.20039575,0.019601135
0,0.008223961,0.01856519
0,0.006959554,0.097081274
0.09144289,0.010197588,0.009841885
0,0.03640133,0.03332905
0,0.01132405,0.048874293
0,0.009290846,0.021614645
0.030439286,0.00985325,0.07504945
0,0.03441393,0.042198066
0,0,0.026215736
0,0.00739228,0.28861138
0,0.059466753,0.019512903
0.090903424,0,0.110109165
0.0609826,0.018973265,0.0839207
0.061219193,0.004256491,0.011527335
0.030137766,0.051762648,0.053267453
0,0.139289,0.005977568
0,0.009272985,0.015136822
0.030155987,0,0.08153114
0,0,0.1327191
0,0.01737881,0.09506883
0,0,0.017935263
0.03076525,0.4367699,0.11955721
0,0.002534686,0.043277044
0.030733809,0.30057406,0.21915904
0,0.014850872,0.098493606
0,0.48506135,0.21598828
0,0,0
0,0,0
0,0.020011576,0.00995471
0,0.010524485,0.004735162
0.030157767,0.003531029,0.05509049
0.060750958,0.06800443,0.48971355
0,0.03458484,0.3067177
0,0.03156649,0.013441701
0,0.005287281,0.111658014
0.06056536,0,0.000590987
0.028761443,0.03765584,0.000925193
0.030369483,0.36120746,0.020518994
0,0.05003811,0.1899642
0,0.10335179,0.07102198
0.057996932,0.07281579,0.14117034
0.03067227,0.132537,0.03649606
0,0.002482643,0.0928228
0,0.015775735,0.013713022
0.060765676,0.017268045,0.02871214
0,0.010120891,0.0098181
0.059503663,0.005525476,0.037735093
0,0.013139688,0.001013198
0,0.032901336,0.28691012
0,0.005295691,0.002401702
0,0.34821138,0
0,0.32503602,0.37378004
0,0.19362254,0.054072134
0,0.02033815,0.06187187
0,0.026578119,0.048722472
0,0.04741129,0.08451135
0,0.000860143,0.02056027
0,0.060465433,0.12335988
0,0.076411344,0.020439623
0,0.13654402,0.014764946
0,0.010869253,0.013490506
0,0.008119475,0.040789943
0,0.04412978,0.023348188
0.060453303,0.04303746,0.07415703
0,0.4340333,0.3617346
0,0.005160796,0.046437968
0,0.003289891,0.021787066
0.029975265,0.001755082,0.028418455
0,0.16583973,0.003011268
0,0.03853241,0.083007954
0,0.024865238,0.061567806
0.029592348,0.015098901,0.0505833
0,0.5932571,0.005164685
0,0.014403391,0.033035055
0,0.042753227,0.02484634
0,0.01470474,0.09455058
0.030411089,0.08621946,0.011116063
0,0.2781925,0
0,0,0.13991304
0.030751688,0.16910219,0.17443033
0,0.019431857,0.14163706
0.061261903,0.005545259,0.073692575
0.030782968,0.0631221,0.023438176
0,0.006514069,0.043764032
0,0.20008035,0.009844704
0,0.021315573,0.042940404
0.0610616,0.012533015,0.000762264
0,0.011692219,0.2448315
0,0.03003991,0.13306257
0,0.20280547,0.076464415
